C1903d1TS003_1 C1903d1TS044_1 C1903d1TS049_1 C1903d1TS049_2 C1903d1TS049_3 C1903d1TS049_4 C1903d1TS049_5 C1903d1TS067_1 C1903d1TS067_2 C1903d1TS067_3 C1903d1TS067_4 C1903d1TS067_5 C1903d1TS073_1 C1903d1TS073_2 C1903d1TS073_3 C1903d1TS073_4 C1903d1TS073_5 C1903d1TS103_1 C1903d1TS121_1 C1903d1TS121_2 C1903d1TS123_1 C1903d1TS123_2 C1903d1TS123_3 C1903d1TS123_4 C1903d1TS123_5 C1903d1TS131_1 C1903d1TS131_2 C1903d1TS131_3 C1903d1TS131_4 C1903d1TS131_5 C1903d1TS210_1 C1903d1TS210_2 C1903d1TS210_3 C1903d1TS210_4 C1903d1TS210_5 C1903d1TS215_1 C1903d1TS215_2 C1903d1TS215_3 C1903d1TS215_4 C1903d1TS215_5 C1903d1TS228_1 C1903d1TS228_2 C1903d1TS228_3 C1903d1TS228_4 C1903d1TS228_5 C1903d1TS240_1 C1903d1TS240_2 C1903d1TS240_3 C1903d1TS240_4 C1903d1TS240_5 C1903d1TS247_1 C1903d1TS247_2 C1903d1TS247_3 C1903d1TS247_4 C1903d1TS247_5 C1903d1TS258_1 C1903d1TS258_2 C1903d1TS258_3 C1903d1TS258_4 C1903d1TS258_5 C1903d1TS270_1 C1903d1TS273_1 C1903d1TS273_2 C1903d1TS273_3 C1903d1TS273_4 C1903d1TS273_5 C1903d1TS301_1 C1903d1TS347_1 C1903d1TS347_2 C1903d1TS347_3 C1903d1TS405_1 C1903d1TS405_2 C1903d1TS405_3 C1903d1TS405_4 C1903d1TS405_5 C1903d1TS438_1 C1903d1TS438_2 C1903d1TS438_3 C1903d1TS438_4 C1903d1TS438_5
0.1774 0.2584 0.0275 0.0347 0.0287 0.0340 0.0439 0.2508 0.2508 0.2508 0.1891 0.1891 0.2774 0.2557 0.2537 0.2593 0.2826 0.2479 0.2116 0.1401 0.2338 0.2275 0.2275 0.2275 0.2364 0.2725 0.2686 0.2656 0.2656 0.2658 0.2525 0.2341 0.2369 0.2504 0.2865 0.2435 0.2391 0.2519 0.2639 0.2449 0.2419 0.2415 0.2422 0.2412 0.2406 0.2556 0.2505 0.2553 0.2449 0.2567 0.2571 0.2860 0.2529 0.2572 0.2166 0.2640 0.2740 0.3090 0.2637 0.2696 0.2296 0.2641 0.9465 1 0.9279 0.9076 0.2584 0.2763 0.2690 0.2264 0.2525 0.2341 0.2369 0.2379 0.2367 0.2777 0.1468 0.1694 0.1790 0.2781
0.1776 0.2596 0.0276 0.0347 0.0287 0.0341 0.0439 0.2516 0.2516 0.2516 0.1894 0.1894 0.2778 0.2550 0.2533 0.2599 0.2820 0.2474 0.2109 0.1407 0.2329 0.2287 0.2287 0.2287 0.2354 0.2730 0.2680 0.2649 0.2647 0.2647 0.2533 0.2340 0.2371 0.2507 0.2858 0.2445 0.2399 0.2523 0.2633 0.2468 0.2424 0.2423 0.2428 0.2416 0.2409 0.2557 0.2510 0.2568 0.2461 0.2570 0.2560 0.2865 0.2526 0.2569 0.2165 0.2657 0.2738 0.3093 0.2629 0.2699 0.2301 0.2647 0.9206 0.9273 1 0.8888 0.2596 0.2754 0.2702 0.2278 0.2533 0.2340 0.2371 0.2383 0.2375 0.2762 0.1473 0.1693 0.1791 0.2784
0.1780 0.2600 0.0279 0.0350 0.0293 0.0342 0.0441 0.2537 0.2537 0.2537 0.1888 0.1888 0.2794 0.2563 0.2548 0.2620 0.2832 0.2491 0.2121 0.1408 0.2355 0.2296 0.2296 0.2296 0.2404 0.2762 0.2709 0.2674 0.2687 0.2677 0.2531 0.2362 0.2389 0.2519 0.2873 0.2460 0.2397 0.2534 0.2667 0.2463 0.2429 0.2422 0.2430 0.2420 0.2409 0.2577 0.2517 0.2573 0.2477 0.2563 0.2579 0.2901 0.2532 0.2586 0.2175 0.2652 0.2758 0.3109 0.2639 0.2713 0.2329 0.2640 0.9107 0.9113 0.8927 1 0.2600 0.2783 0.2709 0.2290 0.2531 0.2362 0.2389 0.2415 0.2408 0.2784 0.1488 0.1699 0.1792 0.2797
0.2384 1.0000 0.0386 0.0488 0.0386 0.0457 0.0596 0.3000 0.3000 0.3000 0.2494 0.2494 0.3634 0.3447 0.3416 0.3420 0.3579 0.2977 0.2738 0.1796 0.2854 0.3084 0.3084 0.3084 0.3017 0.4202 0.4110 0.4061 0.4026 0.4051 0.3331 0.3242 0.3315 0.3991 0.3929 0.3668 0.3132 0.3218 0.3923 0.3315 0.3465 0.3462 0.3490 0.3439 0.3447 0.3848 0.3669 0.3758 0.3761 0.3725 0.3480 0.3639 0.3529 0.3517 0.2953 0.3666 0.4205 0.4185 0.3836 0.3978 0.3004 0.3239 0.3560 0.3543 0.3555 0.3538 1 0.3197 0.3195 0.2850 0.3331 0.3242 0.3315 0.3268 0.3357 0.4331 0.2017 0.2337 0.2390 0.4361
0.2019 0.2818 0.0354 0.0402 0.0304 0.0385 0.0509 0.2897 0.2897 0.2897 0.2175 0.2175 0.2850 0.2698 0.2623 0.2723 0.2936 0.2556 0.2692 0.1801 0.2783 0.2749 0.2749 0.2749 0.2633 0.3023 0.2993 0.2998 0.3006 0.2968 0.2927 0.2676 0.2643 0.2995 0.3022 0.2649 0.2849 0.2613 0.2870 0.3045 0.2774 0.2761 0.2776 0.2785 0.2612 0.2853 0.2847 0.2895 0.2805 0.2808 0.2658 0.2984 0.2738 0.2780 0.2289 0.2924 0.3098 0.3165 0.3050 0.2950 0.2982 0.2969 0.3319 0.3339 0.3324 0.3334 0.2818 1 0.6939 0.2586 0.2927 0.2676 0.2643 0.2680 0.2685 0.3202 0.1508 0.1863 0.1899 0.3178
0.2056 0.2820 0.0354 0.0402 0.0302 0.0390 0.0508 0.2893 0.2893 0.2893 0.2149 0.2149 0.2772 0.2789 0.2586 0.2669 0.2869 0.2585 0.2779 0.1802 0.2736 0.2754 0.2754 0.2754 0.2644 0.3216 0.3152 0.3175 0.3150 0.3161 0.3034 0.2710 0.2694 0.3076 0.3016 0.2604 0.2795 0.2614 0.2811 0.2934 0.2813 0.2799 0.2813 0.2825 0.2717 0.2781 0.2892 0.2877 0.2805 0.2827 0.2631 0.2919 0.2708 0.2795 0.2282 0.2915 0.3132 0.3142 0.3045 0.2961 0.2959 0.2980 0.3268 0.3264 0.3275 0.3260 0.2820 0.6944 1 0.2542 0.3034 0.2710 0.2694 0.2769 0.2725 0.3189 0.1482 0.1894 0.1926 0.3194
0.1953 0.2514 0.0354 0.0430 0.0311 0.0400 0.0585 0.2335 0.2335 0.2335 0.2003 0.2003 0.2688 0.2574 0.2645 0.2714 0.2693 0.2696 0.2462 0.1567 0.2404 0.2611 0.2611 0.2611 0.2612 0.2761 0.2677 0.2678 0.2717 0.2673 0.2504 0.2258 0.2248 0.2573 0.2593 0.2550 0.2480 0.2333 0.2599 0.2348 0.2562 0.2551 0.2567 0.2565 0.2423 0.2426 0.2436 0.2492 0.2545 0.2484 0.2692 0.2695 0.2741 0.2694 0.2320 0.2567 0.2544 0.2616 0.2450 0.2419 0.2363 0.2640 0.2737 0.2738 0.2748 0.2746 0.2514 0.2600 0.2541 1 0.2504 0.2258 0.2248 0.2245 0.2256 0.2545 0.1489 0.1668 0.1709 0.2553
0.1904 0.2864 0.0339 0.0410 0.0300 0.0391 0.0510 0.2494 0.2494 0.2494 0.1978 0.1978 0.2675 0.2438 0.2560 0.2574 0.2711 0.2593 0.2863 0.1799 0.2564 0.2537 0.2537 0.2537 0.2671 0.3300 0.3308 0.3243 0.3217 0.3220 1.0000 0.3571 0.3531 0.2966 0.3187 0.2929 0.2872 0.2839 0.2874 0.2842 0.2929 0.2937 0.2959 0.2919 0.2882 0.2712 0.2607 0.2565 0.2618 0.2626 0.2696 0.2810 0.2710 0.2731 0.2329 0.2950 0.3017 0.3110 0.3055 0.2974 0.2632 0.3027 0.2994 0.2985 0.2987 0.2961 0.2864 0.2862 0.2975 0.2428 1 0.3571 0.3531 0.3579 0.3345 0.3015 0.1503 0.1779 0.1799 0.3029
0.2794 0.4367 0.0511 0.0638 0.0466 0.0587 0.0778 0.3725 0.3725 0.3725 0.3118 0.3118 0.3975 0.3664 0.3609 0.3677 0.3952 0.3659 0.3427 0.2251 0.3879 0.3687 0.3687 0.3687 0.3887 0.4968 0.4928 0.4912 0.4929 0.4903 0.5538 1.0000 0.8402 0.4438 0.4611 0.4240 0.4046 0.4097 0.4123 0.4116 0.3974 0.3984 0.4008 0.3953 0.3991 0.4420 0.4442 0.4338 0.4308 0.4414 0.4078 0.4135 0.4193 0.4206 0.3459 0.4524 0.4870 0.4590 0.4840 0.4771 0.3996 0.4166 0.4357 0.4318 0.4311 0.4324 0.4367 0.4102 0.4137 0.3448 0.5538 1 0.8402 0.7486 0.7229 0.4907 0.2356 0.2975 0.2877 0.4955
0.2764 0.4417 0.0504 0.0620 0.0465 0.0583 0.0771 0.3656 0.3656 0.3656 0.3103 0.3103 0.3969 0.3634 0.3560 0.3645 0.3976 0.3596 0.3393 0.2241 0.3796 0.3680 0.3680 0.3680 0.3841 0.4973 0.4872 0.4888 0.4899 0.4929 0.5439 0.8336 1.0000 0.4393 0.4541 0.4265 0.4001 0.4063 0.4097 0.4091 0.3989 0.3999 0.4024 0.3977 0.3970 0.4437 0.4425 0.4338 0.4278 0.4434 0.4090 0.4090 0.4151 0.4166 0.3469 0.4484 0.4897 0.4589 0.4893 0.4776 0.3995 0.4112 0.4345 0.4326 0.4320 0.4326 0.4417 0.4009 0.4067 0.3391 0.5439 0.8336 1 0.7144 0.7552 0.4901 0.2355 0.2923 0.2857 0.4925
0.2798 0.4321 0.0498 0.0619 0.0468 0.0578 0.0769 0.3692 0.3692 0.3692 0.3121 0.3121 0.3997 0.3724 0.3621 0.3710 0.4003 0.3578 0.3384 0.2239 0.3798 0.3657 0.3657 0.3657 0.3848 0.4915 0.4831 0.4845 0.4876 0.4840 0.5472 0.7355 0.7124 0.4456 0.4585 0.4214 0.4041 0.4040 0.3995 0.4077 0.3986 0.3993 0.4022 0.3974 0.3975 0.4462 0.4470 0.4293 0.4318 0.4411 0.4069 0.4048 0.4156 0.4183 0.3441 0.4541 0.4927 0.4551 0.4842 0.4716 0.3985 0.4164 0.4361 0.4328 0.4324 0.4356 0.4321 0.4049 0.4158 0.3369 0.5472 0.7355 0.7124 1 0.6621 0.4920 0.2315 0.2927 0.2867 0.4975
0.2892 0.4493 0.0495 0.0623 0.0482 0.0603 0.0777 0.3730 0.3730 0.3730 0.3136 0.3136 0.4032 0.3722 0.3623 0.3747 0.4008 0.3671 0.3458 0.2286 0.3815 0.3810 0.3810 0.3810 0.3801 0.4821 0.4780 0.4787 0.4812 0.4821 0.5170 0.7212 0.7604 0.4424 0.4524 0.4244 0.3998 0.4009 0.4190 0.4033 0.4094 0.4092 0.4115 0.4078 0.4009 0.4530 0.4595 0.4539 0.4540 0.4642 0.4098 0.4132 0.4183 0.4170 0.3508 0.4427 0.5052 0.4575 0.4862 0.4780 0.3951 0.4158 0.4353 0.4325 0.4332 0.4360 0.4493 0.4099 0.4139 0.3413 0.5170 0.7212 0.7604 0.6690 1 0.5111 0.2392 0.3046 0.2975 0.5119
0.2514 0.4525 0.0395 0.0480 0.0377 0.0449 0.0590 0.3292 0.3292 0.3292 0.2533 0.2533 0.3976 0.3667 0.3679 0.3748 0.4055 0.3373 0.3156 0.2069 0.3235 0.3203 0.3203 0.3203 0.3179 0.4589 0.4567 0.4484 0.4462 0.4529 0.3659 0.3811 0.3844 0.4201 0.4110 0.3622 0.3382 0.3377 0.3937 0.3583 0.3750 0.3754 0.3801 0.3722 0.3802 0.4251 0.4011 0.4065 0.4102 0.4001 0.3864 0.3937 0.4005 0.4047 0.3319 0.4426 0.6470 0.4440 0.4648 0.4716 0.3341 0.3571 0.3963 0.3970 0.3944 0.3949 0.4525 0.3796 0.3764 0.3029 0.3659 0.3811 0.3844 0.3876 0.3989 1 0.2182 0.2662 0.2708 0.9286
0.2067 0.3079 0.0320 0.0377 0.0293 0.0346 0.0458 0.2788 0.2788 0.2788 0.2147 0.2147 0.3338 0.3032 0.3195 0.3228 0.3348 0.2714 0.2410 0.1601 0.2507 0.2965 0.2965 0.2965 0.2533 0.3194 0.3130 0.3144 0.3157 0.3146 0.2734 0.2672 0.2674 0.3217 0.3240 0.2924 0.2519 0.2597 0.3073 0.2767 0.2795 0.2795 0.2810 0.2785 0.2818 0.3276 0.3337 0.3310 0.3399 0.3450 0.3007 0.3065 0.2924 0.2879 0.2578 0.3049 0.3213 0.3023 0.3107 0.3070 0.2831 0.2921 0.3106 0.3100 0.3112 0.3108 0.3079 0.2743 0.2729 0.2608 0.2734 0.2672 0.2674 0.2680 0.2748 0.3262 1 0.3063 0.3369 0.3302
0.2355 0.3378 0.0355 0.0436 0.0328 0.0404 0.0519 0.2941 0.2941 0.2941 0.2361 0.2361 0.3544 0.3277 0.3375 0.3437 0.3603 0.2976 0.2769 0.1857 0.2804 0.3224 0.3224 0.3224 0.2909 0.3506 0.3447 0.3426 0.3451 0.3432 0.2993 0.3061 0.3022 0.3948 0.3450 0.3195 0.2933 0.2901 0.3272 0.3114 0.3285 0.3279 0.3307 0.3268 0.3295 0.3768 0.3862 0.3781 0.3957 0.3886 0.3428 0.3561 0.3324 0.3306 0.2903 0.3382 0.3631 0.3453 0.3560 0.3404 0.3392 0.3426 0.3349 0.3340 0.3342 0.3316 0.3378 0.3142 0.3223 0.2800 0.2993 0.3061 0.3022 0.3059 0.3134 0.3693 0.2789 1 0.3508 0.3710
0.2303 0.3230 0.0358 0.0423 0.0332 0.0391 0.0520 0.2808 0.2808 0.2808 0.2310 0.2310 0.3352 0.3122 0.3184 0.3248 0.3382 0.2861 0.2668 0.1765 0.2768 0.2917 0.2917 0.2917 0.2598 0.3307 0.3231 0.3240 0.3259 0.3212 0.2877 0.2879 0.2874 0.3495 0.3310 0.3088 0.2806 0.2862 0.3250 0.2903 0.3058 0.3046 0.3071 0.3044 0.3063 0.3608 0.3630 0.3638 0.3766 0.3737 0.3091 0.3235 0.3002 0.3005 0.2631 0.3340 0.3443 0.3290 0.3348 0.3226 0.2987 0.3155 0.3298 0.3308 0.3310 0.3290 0.3230 0.2914 0.2952 0.2704 0.2877 0.2879 0.2874 0.2906 0.2964 0.3507 0.2996 0.3383 1 0.3553
0.2508 0.4561 0.0402 0.0479 0.0379 0.0451 0.0591 0.3314 0.3314 0.3314 0.2531 0.2531 0.3971 0.3690 0.3685 0.3732 0.4026 0.3376 0.3138 0.2052 0.3242 0.3230 0.3230 0.3230 0.3204 0.4604 0.4575 0.4495 0.4461 0.4547 0.3681 0.3852 0.3865 0.4243 0.4152 0.3633 0.3405 0.3392 0.3940 0.3585 0.3746 0.3747 0.3790 0.3712 0.3829 0.4233 0.4068 0.4082 0.4143 0.4035 0.3874 0.3966 0.4032 0.4067 0.3350 0.4442 0.6495 0.4440 0.4647 0.4707 0.3334 0.3593 0.3994 0.3977 0.3981 0.3971 0.4561 0.3767 0.3773 0.3044 0.3681 0.3852 0.3865 0.3925 0.3995 0.9284 0.2211 0.2681 0.2773 1
