C1901d2TS003_1 C1901d2TS010_1 C1901d2TS010_2 C1901d2TS010_3 C1901d2TS010_4 C1901d2TS010_5 C1901d2TS049_1 C1901d2TS049_2 C1901d2TS049_3 C1901d2TS049_4 C1901d2TS049_5 C1901d2TS067_1 C1901d2TS067_2 C1901d2TS067_3 C1901d2TS067_4 C1901d2TS067_5 C1901d2TS103_1 C1901d2TS103_2 C1901d2TS103_3 C1901d2TS121_1 C1901d2TS121_2 C1901d2TS123_1 C1901d2TS123_2 C1901d2TS123_3 C1901d2TS123_4 C1901d2TS123_5 C1901d2TS131_1 C1901d2TS131_2 C1901d2TS131_3 C1901d2TS131_4 C1901d2TS131_5 C1901d2TS210_1 C1901d2TS210_2 C1901d2TS210_3 C1901d2TS210_4 C1901d2TS210_5 C1901d2TS215_1 C1901d2TS215_2 C1901d2TS215_3 C1901d2TS215_4 C1901d2TS215_5 C1901d2TS228_1 C1901d2TS228_2 C1901d2TS228_3 C1901d2TS228_4 C1901d2TS228_5 C1901d2TS240_1 C1901d2TS240_2 C1901d2TS240_3 C1901d2TS240_4 C1901d2TS240_5 C1901d2TS258_1 C1901d2TS258_2 C1901d2TS258_3 C1901d2TS258_4 C1901d2TS258_5 C1901d2TS267_1 C1901d2TS267_2 C1901d2TS267_3 C1901d2TS267_4 C1901d2TS267_5 C1901d2TS273_1 C1901d2TS273_2 C1901d2TS273_3 C1901d2TS273_4 C1901d2TS273_5 C1901d2TS347_1 C1901d2TS347_2 C1901d2TS347_3 C1901d2TS405_1 C1901d2TS405_2 C1901d2TS405_3 C1901d2TS405_4 C1901d2TS405_5 C1901d2TS438_1 C1901d2TS438_2 C1901d2TS438_3 C1901d2TS438_4 C1901d2TS438_5
0.3192 0.4463 0.4440 0.4333 0.4714 0.4352 0.0443 0.0665 0.0998 0.0697 0.0791 0.3019 0.3019 0.3789 0.3019 0.3782 0.3631 0.3778 0.4169 0.3640 0.2392 0.4639 0.4533 0.4611 0.4154 0.4154 0.4550 0.4598 0.4583 0.4577 0.4555 0.4538 0.4540 0.4119 0.4788 0.4294 0.4237 0.4260 0.4155 0.3934 0.3806 0.4621 0.4625 0.4598 0.4671 0.4460 0.4222 0.4192 0.4422 0.4487 0.4373 0.4250 0.4281 0.4308 0.4282 0.4237 0.4086 0.4530 0.3990 0.4360 0.4589 0.4469 0.5493 1.0000 1 1.0000 0.4250 0.3923 0.4283 0.4538 0.4440 0.4563 0.4627 0.4499 0.4446 0.4465 0.4452 0.4450 0.4502
0.3192 0.4463 0.4440 0.4333 0.4714 0.4352 0.0443 0.0665 0.0998 0.0697 0.0791 0.3019 0.3019 0.3789 0.3019 0.3782 0.3631 0.3778 0.4169 0.3640 0.2392 0.4639 0.4533 0.4611 0.4154 0.4154 0.4550 0.4598 0.4583 0.4577 0.4555 0.4538 0.4540 0.4119 0.4788 0.4294 0.4237 0.4260 0.4155 0.3934 0.3806 0.4621 0.4625 0.4598 0.4671 0.4460 0.4222 0.4192 0.4422 0.4487 0.4373 0.4250 0.4281 0.4308 0.4282 0.4237 0.4086 0.4530 0.3990 0.4360 0.4589 0.4469 0.5493 1.0000 1.0000 1 0.4250 0.3923 0.4283 0.4538 0.4440 0.4563 0.4627 0.4499 0.4446 0.4465 0.4452 0.4450 0.4502
0.2959 0.4804 0.4382 0.4946 0.4263 0.4700 0.0455 0.0621 0.1007 0.0664 0.0792 0.2934 0.2934 0.4204 0.2934 0.4042 0.4119 0.4560 0.5200 0.3685 0.2306 0.4264 0.4353 0.4119 0.4930 0.4930 0.5557 0.5506 0.5554 0.5499 0.5561 0.4494 0.4584 0.5637 0.4718 0.6020 0.4170 0.4051 0.3809 0.4274 0.4232 0.4274 0.4278 0.4283 0.4343 0.4415 0.4644 0.4700 0.5721 0.5476 0.5473 0.5022 0.4732 0.4695 0.4646 0.4738 0.4924 0.4055 0.4213 0.4225 0.4191 0.4128 0.4340 0.4411 0.4411 0.4411 1 0.5734 0.5920 0.4494 0.4445 0.4484 0.4478 0.4458 0.4981 0.5000 0.5010 0.4852 0.4997
0.2831 0.4097 0.3960 0.4302 0.3940 0.4215 0.0458 0.0600 0.0994 0.0686 0.0770 0.2795 0.2795 0.3753 0.2795 0.3662 0.3925 0.4058 0.4957 0.3401 0.2160 0.3765 0.3816 0.3620 0.4403 0.4403 0.4746 0.4667 0.4662 0.4737 0.4733 0.3982 0.4042 0.4942 0.4131 0.5504 0.3601 0.3633 0.3415 0.3727 0.3688 0.4037 0.4066 0.4056 0.4096 0.3986 0.4152 0.4243 0.4819 0.4566 0.4708 0.4383 0.4193 0.4259 0.4180 0.4141 0.4353 0.3628 0.3712 0.3780 0.3685 0.3877 0.3843 0.3920 0.3920 0.3920 0.5547 1 0.4860 0.3982 0.3947 0.4006 0.4049 0.3955 0.4319 0.4270 0.4250 0.4123 0.4272
0.3128 0.4650 0.4581 0.4793 0.4239 0.4595 0.0471 0.0697 0.1056 0.0755 0.0809 0.3059 0.3059 0.3907 0.3059 0.3987 0.3997 0.4371 0.4829 0.3687 0.2347 0.4374 0.4191 0.4260 0.4643 0.4643 0.5899 0.5776 0.5790 0.5686 0.5774 0.4714 0.4476 0.5255 0.4861 0.5654 0.4439 0.4453 0.4088 0.4532 0.4501 0.4331 0.4362 0.4357 0.4378 0.4564 0.4733 0.4647 0.6313 0.5958 0.6015 0.4744 0.4819 0.4613 0.4640 0.4666 0.4679 0.4158 0.4187 0.4259 0.4303 0.4040 0.4401 0.4594 0.4594 0.4594 0.6133 0.5191 1 0.4714 0.4604 0.4714 0.4783 0.4702 0.4876 0.4996 0.4905 0.4685 0.4991
0.3213 0.4533 0.4404 0.4417 0.4330 0.4400 0.0435 0.0670 0.1050 0.0739 0.0745 0.2973 0.2973 0.3448 0.2973 0.3611 0.3515 0.3915 0.3674 0.3286 0.2018 0.4057 0.4015 0.4162 0.4259 0.4259 0.4795 0.4887 0.4849 0.4789 0.4849 1.0000 0.4835 0.4192 0.5086 0.4424 0.4016 0.3972 0.3858 0.4128 0.3980 0.4340 0.4346 0.4351 0.4396 0.4820 0.4260 0.4132 0.4574 0.4475 0.4489 0.3990 0.4050 0.4206 0.4187 0.4041 0.4204 0.3910 0.3588 0.4244 0.4112 0.4219 0.4539 0.4533 0.4533 0.4533 0.4293 0.3948 0.4340 1 0.8472 0.8702 0.8853 0.9228 0.4231 0.4348 0.4372 0.4316 0.4297
0.3195 0.4619 0.4405 0.4436 0.4356 0.4397 0.0434 0.0667 0.1053 0.0726 0.0746 0.2970 0.2970 0.3468 0.2970 0.3601 0.3567 0.3980 0.3745 0.3356 0.2047 0.4133 0.4055 0.4240 0.4202 0.4202 0.4800 0.4878 0.4835 0.4795 0.4834 0.8571 0.4841 0.4224 0.5095 0.4468 0.4030 0.4064 0.3859 0.4169 0.4005 0.4403 0.4408 0.4395 0.4441 0.4700 0.4269 0.4218 0.4747 0.4551 0.4496 0.4053 0.4076 0.4283 0.4166 0.4083 0.4202 0.3994 0.3678 0.4370 0.4184 0.4206 0.4537 0.4512 0.4512 0.4512 0.4318 0.3978 0.4319 0.8571 1 0.8374 0.8727 0.8658 0.4294 0.4337 0.4405 0.4341 0.4358
0.3183 0.4448 0.4377 0.4341 0.4343 0.4408 0.0428 0.0653 0.1039 0.0708 0.0732 0.2881 0.2881 0.3378 0.2881 0.3547 0.3455 0.3861 0.3610 0.3218 0.2011 0.4036 0.3996 0.4128 0.4168 0.4168 0.4661 0.4735 0.4688 0.4660 0.4701 0.8639 0.4731 0.4122 0.4987 0.4420 0.3961 0.3910 0.3811 0.3994 0.3852 0.4258 0.4262 0.4252 0.4293 0.4739 0.4257 0.4059 0.4499 0.4399 0.4442 0.3947 0.4001 0.4168 0.4171 0.4032 0.4126 0.3876 0.3497 0.4189 0.4055 0.4135 0.4446 0.4487 0.4487 0.4487 0.4229 0.3919 0.4277 0.8639 0.8222 1 0.8465 0.8369 0.4217 0.4282 0.4339 0.4238 0.4281
0.3180 0.4526 0.4328 0.4297 0.4286 0.4347 0.0436 0.0653 0.1027 0.0716 0.0729 0.2924 0.2924 0.3381 0.2924 0.3549 0.3460 0.3826 0.3658 0.3251 0.2025 0.4015 0.3975 0.4110 0.4152 0.4152 0.4803 0.4845 0.4793 0.4711 0.4794 0.8739 0.4818 0.4083 0.5103 0.4343 0.3965 0.3946 0.3797 0.4075 0.3959 0.4268 0.4269 0.4260 0.4316 0.4632 0.4170 0.4121 0.4509 0.4419 0.4441 0.3946 0.3994 0.4147 0.4106 0.3979 0.4159 0.3885 0.3565 0.4148 0.4060 0.4116 0.4427 0.4525 0.4525 0.4525 0.4200 0.3944 0.4323 0.8739 0.8537 0.8415 1 0.8510 0.4145 0.4264 0.4291 0.4231 0.4272
0.3234 0.4571 0.4426 0.4417 0.4332 0.4424 0.0437 0.0671 0.1057 0.0739 0.0752 0.2965 0.2965 0.3450 0.2965 0.3621 0.3532 0.3943 0.3699 0.3301 0.2008 0.4080 0.4021 0.4171 0.4208 0.4208 0.4836 0.4902 0.4857 0.4844 0.4876 0.9297 0.4823 0.4180 0.5083 0.4445 0.4000 0.3973 0.3825 0.4154 0.3996 0.4316 0.4326 0.4327 0.4364 0.4766 0.4301 0.4150 0.4622 0.4503 0.4517 0.4020 0.4062 0.4240 0.4181 0.4051 0.4166 0.3942 0.3618 0.4266 0.4139 0.4160 0.4506 0.4539 0.4539 0.4539 0.4295 0.3953 0.4373 0.9297 0.8602 0.8464 0.8679 1 0.4269 0.4379 0.4396 0.4333 0.4354
0.4043 0.6810 0.6238 0.6624 0.6026 0.6825 0.0633 0.0901 0.1424 0.0957 0.1045 0.4001 0.4001 0.5479 0.4001 0.5383 0.5403 0.6414 0.6233 0.4914 0.2945 0.5979 0.5790 0.5634 0.6107 0.6107 0.7648 0.7679 0.7606 0.7748 0.7672 0.6217 0.6921 0.7195 0.7103 0.7221 0.5798 0.5783 0.5511 0.5657 0.5495 0.6384 0.6406 0.6374 0.6447 0.6477 0.7458 0.7461 0.7311 0.7253 0.7210 0.6624 0.6754 0.6505 0.6605 0.6641 0.6174 0.5697 0.6007 0.5587 0.5740 0.6324 0.6500 0.6456 0.6456 0.6456 0.7016 0.6266 0.6608 0.6217 0.6203 0.6280 0.6201 0.6218 1 0.8619 0.8576 0.8316 0.8456
0.4032 0.6832 0.6314 0.6549 0.5982 0.6778 0.0628 0.0902 0.1412 0.0946 0.1039 0.3965 0.3965 0.5417 0.3965 0.5387 0.5345 0.6313 0.6290 0.4843 0.2890 0.5962 0.5696 0.5570 0.6132 0.6132 0.7719 0.7809 0.7721 0.7726 0.7749 0.6372 0.6869 0.7090 0.7107 0.7250 0.5825 0.5712 0.5513 0.5583 0.5397 0.6276 0.6295 0.6267 0.6338 0.6502 0.7385 0.7344 0.7338 0.7291 0.7140 0.6554 0.6642 0.6466 0.6615 0.6624 0.6139 0.5587 0.5956 0.5555 0.5672 0.6318 0.6397 0.6465 0.6465 0.6465 0.7011 0.6168 0.6745 0.6372 0.6249 0.6361 0.6361 0.6354 0.8578 1 0.8363 0.8136 0.8399
0.4056 0.6969 0.6304 0.6717 0.6096 0.6805 0.0637 0.0914 0.1413 0.0981 0.1041 0.4004 0.4004 0.5272 0.4004 0.5293 0.5202 0.6260 0.6114 0.4894 0.2894 0.5924 0.5750 0.5560 0.5981 0.5981 0.7575 0.7678 0.7628 0.7674 0.7632 0.6400 0.7117 0.7073 0.7213 0.7118 0.5900 0.5838 0.5570 0.5716 0.5576 0.6334 0.6347 0.6351 0.6380 0.6563 0.7614 0.7553 0.7269 0.7388 0.7268 0.6580 0.6815 0.6668 0.6682 0.6718 0.6114 0.5573 0.5972 0.5663 0.5728 0.6324 0.6552 0.6442 0.6442 0.6442 0.7020 0.6133 0.6627 0.6400 0.6337 0.6436 0.6389 0.6376 0.8549 0.8370 1 0.8395 0.8808
0.4133 0.7053 0.6275 0.6762 0.6109 0.6776 0.0649 0.0923 0.1422 0.1012 0.1051 0.4066 0.4066 0.5315 0.4066 0.5265 0.5240 0.6241 0.6096 0.4938 0.2888 0.5884 0.5755 0.5626 0.6065 0.6065 0.7311 0.7347 0.7305 0.7433 0.7375 0.6438 0.7253 0.6863 0.7383 0.6827 0.6084 0.6024 0.5741 0.5855 0.5722 0.6468 0.6489 0.6471 0.6522 0.6660 0.7556 0.7593 0.7205 0.7355 0.7230 0.6606 0.6784 0.6719 0.6793 0.6706 0.6134 0.5624 0.6018 0.5713 0.5806 0.6605 0.6608 0.6566 0.6566 0.6566 0.6911 0.6050 0.6431 0.6438 0.6357 0.6405 0.6413 0.6386 0.8423 0.8269 0.8531 1 0.8360
0.4033 0.6895 0.6282 0.6719 0.6009 0.6784 0.0633 0.0916 0.1390 0.0959 0.1025 0.3981 0.3981 0.5295 0.3981 0.5310 0.5243 0.6224 0.6133 0.4864 0.2903 0.5974 0.5741 0.5604 0.6027 0.6027 0.7501 0.7629 0.7553 0.7660 0.7606 0.6270 0.6981 0.7105 0.7185 0.7180 0.5851 0.5755 0.5557 0.5647 0.5518 0.6292 0.6316 0.6343 0.6355 0.6452 0.7509 0.7415 0.7276 0.7243 0.7157 0.6573 0.6712 0.6573 0.6657 0.6659 0.6145 0.5662 0.6035 0.5675 0.5761 0.6223 0.6552 0.6498 0.6498 0.6498 0.6991 0.6151 0.6730 0.6270 0.6254 0.6329 0.6348 0.6296 0.8407 0.8386 0.8792 0.8197 1
