C1904d1TS003_1 C1904d1TS010_1 C1904d1TS010_2 C1904d1TS010_3 C1904d1TS010_4 C1904d1TS010_5 C1904d1TS049_1 C1904d1TS049_2 C1904d1TS049_3 C1904d1TS049_4 C1904d1TS049_5 C1904d1TS067_1 C1904d1TS067_2 C1904d1TS067_3 C1904d1TS067_4 C1904d1TS067_5 C1904d1TS073_1 C1904d1TS073_2 C1904d1TS073_3 C1904d1TS073_4 C1904d1TS073_5 C1904d1TS103_1 C1904d1TS103_2 C1904d1TS121_1 C1904d1TS121_2 C1904d1TS123_1 C1904d1TS123_2 C1904d1TS123_3 C1904d1TS123_4 C1904d1TS123_5 C1904d1TS131_1 C1904d1TS131_2 C1904d1TS131_3 C1904d1TS131_4 C1904d1TS131_5 C1904d1TS210_1 C1904d1TS210_2 C1904d1TS210_3 C1904d1TS210_4 C1904d1TS210_5 C1904d1TS215_1 C1904d1TS215_2 C1904d1TS215_3 C1904d1TS215_4 C1904d1TS215_5 C1904d1TS228_1 C1904d1TS228_2 C1904d1TS228_3 C1904d1TS228_4 C1904d1TS228_5 C1904d1TS240_1 C1904d1TS240_2 C1904d1TS240_3 C1904d1TS240_4 C1904d1TS240_5 C1904d1TS247_1 C1904d1TS247_2 C1904d1TS247_3 C1904d1TS247_4 C1904d1TS247_5 C1904d1TS258_1 C1904d1TS258_2 C1904d1TS258_3 C1904d1TS258_4 C1904d1TS258_5 C1904d1TS273_1 C1904d1TS273_2 C1904d1TS273_3 C1904d1TS273_4 C1904d1TS273_5 C1904d1TS347_1 C1904d1TS347_2 C1904d1TS347_3 C1904d1TS404_1 C1904d1TS404_2 C1904d1TS404_3 C1904d1TS404_4 C1904d1TS404_5 C1904d1TS405_1 C1904d1TS405_2 C1904d1TS405_3 C1904d1TS405_4 C1904d1TS405_5 C1904d1TS432_1 C1904d1TS438_1 C1904d1TS438_2 C1904d1TS438_3 C1904d1TS438_4 C1904d1TS438_5
0.244388 0.415553 0.397342 0.395388 0.413771 0.388337 0.135641 0.0906402 0.112751 0.106548 0.10095 0.283339 0.273936 0.292142 0.319275 0.306685 0.341335 0.343752 0.367688 0.342487 0.349136 0.366239 0.309058 0.334072 0.331977 0.386077 0.386077 0.419935 0.38978 0.392751 0.479577 0.473974 0.482142 0.468955 0.471328 0.413795 0.528784 0.543323 0.460074 0.447786 0.396792 0.385976 0.413378 0.369156 0.354536 0.506162 0.510409 0.514213 0.497036 0.550263 0.410997 0.416266 0.41016 0.409768 0.410825 1 0.727302 0.766089 0.667584 0.755442 0.41634 0.450928 0.458483 0.458525 0.435831 0.382185 0.382185 0.376373 0.382888 0.363091 0.3463 0.391462 0.307636 0.393491 0.389333 0.391022 0.391453 0.392756 0.413795 0.460074 0.447786 0.472442 0.441703 0.378537 0.45514 0.378777 0.455633 0.459494 0.45843
0.245202 0.403096 0.394079 0.393514 0.403488 0.386628 0.141834 0.106065 0.128144 0.123568 0.107374 0.279708 0.284012 0.293014 0.311544 0.311568 0.336705 0.350665 0.365546 0.352743 0.342661 0.34778 0.30166 0.33762 0.332452 0.372405 0.372405 0.421185 0.390973 0.39988 0.475701 0.474777 0.47947 0.470429 0.479261 0.417728 0.522269 0.538148 0.449893 0.443397 0.389258 0.376773 0.414239 0.35006 0.356521 0.494829 0.498233 0.500758 0.488736 0.541571 0.422933 0.426933 0.395325 0.420553 0.422042 0.724981 1 0.681789 0.643266 0.722353 0.401013 0.443093 0.446865 0.453328 0.435621 0.380748 0.380748 0.382541 0.384473 0.374396 0.338105 0.372753 0.308733 0.39806 0.394439 0.39315 0.394164 0.398084 0.417728 0.449893 0.443397 0.500394 0.450762 0.380808 0.460299 0.386612 0.454541 0.441841 0.455065
0.249257 0.430824 0.40897 0.411659 0.416689 0.397712 0.141326 0.0993419 0.129657 0.119106 0.113079 0.31344 0.296258 0.302072 0.328195 0.327968 0.337425 0.360258 0.379582 0.359991 0.367344 0.37796 0.315931 0.345623 0.345442 0.402577 0.402577 0.429953 0.402743 0.411333 0.491633 0.483663 0.486212 0.485774 0.483085 0.427082 0.536486 0.558833 0.4765 0.449231 0.394793 0.395995 0.435757 0.376213 0.357226 0.518022 0.522225 0.521048 0.507017 0.566619 0.424667 0.429526 0.425478 0.435388 0.424908 0.774811 0.689806 1 0.675612 0.740399 0.417444 0.461183 0.464676 0.461072 0.446096 0.389538 0.389538 0.389802 0.393352 0.372978 0.338096 0.407544 0.319796 0.394076 0.393992 0.392911 0.394184 0.394609 0.427082 0.4765 0.449231 0.493885 0.460535 0.392159 0.467399 0.390308 0.473692 0.465926 0.469232
0.256962 0.432427 0.418776 0.411354 0.417191 0.392979 0.150749 0.111031 0.121914 0.122482 0.112519 0.289207 0.288502 0.314701 0.308085 0.315376 0.329047 0.338717 0.389207 0.366165 0.354832 0.384666 0.316123 0.339386 0.32584 0.398217 0.398217 0.418604 0.40792 0.420482 0.479016 0.471506 0.483441 0.467626 0.475476 0.429267 0.554228 0.554214 0.452774 0.450104 0.393373 0.390579 0.420641 0.370723 0.368 0.498964 0.502952 0.515383 0.491822 0.531783 0.436759 0.443749 0.414228 0.434567 0.432488 0.675869 0.656242 0.673481 1 0.653284 0.413366 0.460636 0.464207 0.46108 0.452823 0.382471 0.382471 0.378516 0.38061 0.375318 0.354691 0.402989 0.316776 0.393507 0.389954 0.392132 0.393991 0.393317 0.429267 0.452774 0.450104 0.478865 0.455824 0.386207 0.474538 0.385882 0.477433 0.469668 0.481006
0.252429 0.429425 0.409847 0.41046 0.415498 0.399508 0.150291 0.0978313 0.119448 0.122045 0.1097 0.296347 0.2898 0.297926 0.336188 0.321744 0.338068 0.350376 0.386662 0.350876 0.361923 0.36543 0.305672 0.34457 0.343893 0.37774 0.37774 0.411712 0.394525 0.402965 0.497837 0.488053 0.497089 0.481543 0.4883 0.429519 0.539751 0.550358 0.455065 0.453954 0.406706 0.396189 0.420419 0.372453 0.364487 0.532602 0.539917 0.535706 0.523074 0.55417 0.420327 0.433544 0.420749 0.425977 0.412133 0.756574 0.724333 0.725913 0.649678 1 0.417457 0.454931 0.453127 0.446024 0.448001 0.403235 0.403235 0.392741 0.398401 0.383317 0.336619 0.405352 0.328961 0.407511 0.407318 0.404087 0.406282 0.407097 0.429519 0.455065 0.453954 0.47893 0.442165 0.389153 0.448581 0.379855 0.445464 0.450528 0.444285
0.259318 0.446613 0.422812 0.428688 0.423162 0.433882 0.158992 0.124404 0.143184 0.14346 0.11758 0.329797 0.331538 0.325639 0.306232 0.329685 0.349527 0.36095 0.368748 0.346856 0.387941 0.359358 0.325232 0.351738 0.350691 0.396233 0.396233 0.445974 0.42795 0.404017 0.457621 0.456798 0.451556 0.458842 0.442694 0.422821 0.449239 0.444239 0.432748 0.429973 0.384565 0.415985 0.410555 0.377024 0.385369 0.414501 0.414514 0.420093 0.40809 0.432831 0.437234 0.418472 0.409088 0.435351 0.412091 0.446871 0.4378 0.443067 0.438495 0.44275 1 0.496063 0.483041 0.483769 0.495584 0.38153 0.38153 0.389033 0.385024 0.465478 0.382209 0.376108 0.375095 0.398148 0.393395 0.401037 0.401924 0.398991 0.422821 0.432748 0.429973 0.439047 0.436068 0.387103 0.473068 0.407511 0.453788 0.463563 0.464489
0.236465 0.43466 0.408086 0.43102 0.388054 0.388343 0.120034 0.0953246 0.107332 0.103378 0.100783 0.272717 0.296652 0.299438 0.294085 0.282079 0.36682 0.353464 0.372972 0.356825 0.367456 0.362899 0.294743 0.326868 0.317881 0.397616 0.397616 0.399477 0.384823 0.390544 0.491778 0.474273 0.483441 0.470169 0.476766 0.446365 0.459006 0.455669 0.459974 0.44672 0.395089 0.383915 0.420946 0.345052 0.372625 0.407041 0.410414 0.413788 0.404461 0.44575 0.401047 0.419403 0.401832 0.411113 0.395223 0.434343 0.424767 0.445182 0.432488 0.431355 0.436107 1 0.588452 0.495757 0.483389 0.363488 0.363488 0.367338 0.358845 0.343279 0.359408 0.359221 0.313014 0.369827 0.366276 0.369586 0.36788 0.369885 0.446365 0.459974 0.44672 0.434753 0.447467 0.362333 0.521096 0.368019 0.507295 0.514452 0.523969
0.228163 0.436627 0.408853 0.424336 0.386622 0.38814 0.116561 0.0899018 0.104564 0.106643 0.098643 0.270722 0.291891 0.295583 0.288291 0.283975 0.356874 0.371464 0.376725 0.347118 0.353957 0.368936 0.282586 0.341931 0.319695 0.384547 0.384547 0.40783 0.395966 0.386585 0.464478 0.443793 0.444518 0.456168 0.451222 0.434724 0.44737 0.437779 0.445816 0.427053 0.384418 0.388877 0.438075 0.362537 0.370185 0.408449 0.413081 0.415534 0.400293 0.446749 0.400341 0.428326 0.413979 0.408231 0.398931 0.438139 0.422795 0.442987 0.437511 0.434147 0.42778 0.578113 1 0.506626 0.507391 0.347511 0.347511 0.354884 0.353878 0.340301 0.362619 0.363901 0.312648 0.367348 0.363986 0.367913 0.368133 0.367872 0.434724 0.445816 0.427053 0.415575 0.43806 0.354862 0.527074 0.392749 0.513024 0.519318 0.525762
0.231622 0.413927 0.412214 0.414767 0.413848 0.397037 0.135043 0.095687 0.117722 0.107173 0.10073 0.279826 0.296285 0.280116 0.296361 0.297756 0.364059 0.347834 0.386644 0.356866 0.367069 0.367743 0.320826 0.34951 0.33694 0.39411 0.39411 0.43102 0.407724 0.405736 0.475412 0.459236 0.473294 0.470094 0.450277 0.420565 0.46223 0.432854 0.445998 0.427135 0.383411 0.376762 0.423143 0.381071 0.366876 0.428896 0.434227 0.432879 0.425754 0.445795 0.408749 0.401381 0.396133 0.424781 0.395685 0.45159 0.446178 0.45038 0.451227 0.442986 0.44106 0.517843 0.530461 1 0.495284 0.369459 0.369459 0.371021 0.374658 0.354856 0.374489 0.387403 0.312387 0.382019 0.378021 0.385607 0.385504 0.384632 0.420565 0.445998 0.427135 0.444325 0.440419 0.364773 0.485821 0.39744 0.471976 0.482247 0.478153
0.232059 0.420553 0.424859 0.408846 0.404072 0.3972 0.129334 0.0995716 0.123688 0.113021 0.112543 0.29382 0.303588 0.288972 0.299077 0.294688 0.366277 0.352886 0.379825 0.351866 0.361168 0.349135 0.292909 0.329005 0.324812 0.367091 0.367091 0.393138 0.383188 0.379648 0.439269 0.425942 0.442608 0.421618 0.437763 0.391611 0.426019 0.413245 0.399291 0.38253 0.391552 0.403116 0.386374 0.368522 0.372301 0.384746 0.388566 0.387928 0.381217 0.401353 0.407744 0.413502 0.408963 0.40346 0.39649 0.42112 0.418854 0.421458 0.426297 0.430982 0.45048 0.483513 0.505538 0.482906 1 0.367882 0.367882 0.370883 0.36584 0.365422 0.378294 0.366762 0.326853 0.374937 0.368814 0.379788 0.37984 0.374701 0.391611 0.399291 0.38253 0.396953 0.395476 0.365039 0.459862 0.384373 0.449677 0.453182 0.461164
0.247456 0.341916 0.351673 0.334098 0.361645 0.391136 0.140953 0.109664 0.12898 0.132705 0.115573 0.266429 0.274517 0.261702 0.302595 0.293238 0.312309 0.304067 0.336231 0.293089 0.324933 0.305688 0.288735 0.285227 0.278006 0.30224 0.30224 0.333952 0.340441 0.323967 0.363256 0.36625 0.367664 0.360362 0.364466 0.350266 0.365889 0.362423 0.346105 0.352069 0.340643 0.346281 0.334544 0.319663 0.307383 0.348454 0.347287 0.349517 0.347153 0.362899 0.383733 0.375747 0.362717 0.377546 0.388056 0.36629 0.369796 0.365442 0.36018 0.388145 0.340248 0.357848 0.353995 0.353232 0.357893 1 1 0.559049 0.57118 0.333007 0.315512 0.349919 0.307836 0.315693 0.311402 0.310748 0.315812 0.314695 0.350266 0.346105 0.352069 0.377423 0.364361 0.469633 0.374621 0.342246 0.366992 0.36667 0.372324
0.247456 0.341916 0.351673 0.334098 0.361645 0.391136 0.140953 0.109664 0.12898 0.132705 0.115573 0.266429 0.274517 0.261702 0.302595 0.293238 0.312309 0.304067 0.336231 0.293089 0.324933 0.305688 0.288735 0.285227 0.278006 0.30224 0.30224 0.333952 0.340441 0.323967 0.363256 0.36625 0.367664 0.360362 0.364466 0.350266 0.365889 0.362423 0.346105 0.352069 0.340643 0.346281 0.334544 0.319663 0.307383 0.348454 0.347287 0.349517 0.347153 0.362899 0.383733 0.375747 0.362717 0.377546 0.388056 0.36629 0.369796 0.365442 0.36018 0.388145 0.340248 0.357848 0.353995 0.353232 0.357893 1 1 0.559049 0.57118 0.333007 0.315512 0.349919 0.307836 0.315693 0.311402 0.310748 0.315812 0.314695 0.350266 0.346105 0.352069 0.377423 0.364361 0.469633 0.374621 0.342246 0.366992 0.36667 0.372324
0.271079 0.331272 0.336439 0.338454 0.343646 0.370492 0.148444 0.110298 0.1385 0.139762 0.122467 0.265324 0.278242 0.25715 0.289763 0.288988 0.317829 0.305669 0.326865 0.29846 0.35176 0.305901 0.281101 0.295297 0.293631 0.314242 0.314242 0.342115 0.335388 0.338538 0.380495 0.379724 0.381158 0.375561 0.38071 0.341952 0.365124 0.350805 0.347272 0.34735 0.331221 0.325309 0.329051 0.317319 0.298529 0.346967 0.352439 0.347748 0.353757 0.362737 0.386635 0.375425 0.380794 0.374902 0.394383 0.357447 0.370017 0.369568 0.361229 0.385583 0.349209 0.371095 0.370746 0.366924 0.363434 0.575183 0.575183 1 0.744243 0.326462 0.32393 0.329918 0.309507 0.305139 0.307556 0.303592 0.304609 0.304658 0.341952 0.347272 0.34735 0.372591 0.343002 0.526425 0.37534 0.339598 0.369577 0.372853 0.371259
0.275011 0.345793 0.341437 0.339283 0.352267 0.370759 0.150022 0.115653 0.134437 0.13298 0.124953 0.282061 0.275488 0.26178 0.312633 0.306221 0.314544 0.314684 0.327965 0.304857 0.354863 0.314774 0.292843 0.292633 0.290009 0.320251 0.320251 0.34492 0.344333 0.335204 0.375 0.370443 0.371481 0.366232 0.379047 0.352486 0.368615 0.357669 0.352415 0.362519 0.352054 0.336177 0.333468 0.320959 0.313924 0.35356 0.360725 0.36203 0.356669 0.368208 0.395919 0.386546 0.379275 0.383886 0.401272 0.366612 0.377742 0.376235 0.366532 0.392746 0.350051 0.363492 0.366402 0.367426 0.363974 0.590696 0.590696 0.750074 1 0.338696 0.331626 0.347445 0.317981 0.318114 0.317349 0.318549 0.318482 0.317899 0.352486 0.352415 0.362519 0.369668 0.356224 0.57331 0.379859 0.345311 0.377747 0.379869 0.377163
0.279702 0.390178 0.377148 0.397074 0.393801 0.398653 0.191295 0.157813 0.17753 0.175061 0.154954 0.321614 0.327577 0.309088 0.306095 0.319049 0.346243 0.351438 0.343496 0.348213 0.361253 0.349624 0.321355 0.329383 0.317248 0.368692 0.368692 0.407104 0.388094 0.393015 0.407548 0.402023 0.412167 0.401946 0.408028 0.380619 0.398271 0.402796 0.383327 0.378921 0.373797 0.392192 0.399411 0.367173 0.341468 0.418872 0.418581 0.425131 0.410516 0.409375 0.385404 0.392488 0.398403 0.405676 0.395688 0.414184 0.413301 0.413139 0.406469 0.419496 0.485631 0.399866 0.404288 0.403058 0.419122 0.386479 0.386479 0.37057 0.382103 1 0.353185 0.372416 0.35313 0.381244 0.376543 0.379735 0.381783 0.379738 0.380619 0.383327 0.378921 0.409351 0.394543 0.359816 0.412184 0.370207 0.404672 0.407543 0.411357
0.228043 0.343122 0.343874 0.357426 0.337832 0.332231 0.124731 0.0933536 0.109134 0.106844 0.0894487 0.275677 0.293304 0.284451 0.288488 0.296689 0.279542 0.275852 0.272473 0.279149 0.276778 0.353736 0.275763 0.302988 0.285428 0.337669 0.337669 0.330973 0.318434 0.334592 0.3338 0.325498 0.332991 0.330317 0.323129 0.327979 0.31443 0.304736 0.304493 0.30917 0.320666 0.327559 0.315017 0.314505 0.327148 0.294697 0.300181 0.300021 0.28686 0.315884 0.315878 0.312664 0.30115 0.305812 0.305545 0.328353 0.317512 0.314491 0.323054 0.314618 0.32992 0.338599 0.349925 0.343003 0.348951 0.305772 0.305772 0.304746 0.307982 0.294174 1 0.377769 0.288441 0.313536 0.310609 0.315259 0.311977 0.314113 0.327979 0.304493 0.30917 0.306995 0.307758 0.299386 0.36518 0.305899 0.360672 0.365578 0.368923
0.224112 0.378439 0.37617 0.367462 0.370359 0.341857 0.124491 0.0997812 0.108431 0.0966887 0.0977618 0.275409 0.287825 0.291082 0.303312 0.309084 0.297687 0.305883 0.314521 0.301956 0.302941 0.361906 0.270974 0.328581 0.30568 0.369387 0.369387 0.340172 0.341771 0.348337 0.354873 0.35098 0.359809 0.355264 0.357843 0.342078 0.348149 0.343682 0.336531 0.325345 0.363621 0.370699 0.360684 0.359577 0.366432 0.334826 0.33486 0.336601 0.333843 0.347925 0.33479 0.336148 0.331927 0.335607 0.326298 0.376084 0.348395 0.379527 0.374923 0.380084 0.323628 0.346602 0.36392 0.360286 0.360803 0.342339 0.342339 0.318478 0.327744 0.325389 0.374885 1 0.311303 0.306686 0.305015 0.307943 0.306686 0.305942 0.342078 0.336531 0.325345 0.332185 0.345618 0.331593 0.384175 0.330806 0.391961 0.391174 0.379745
0.273251 0.336294 0.339643 0.341167 0.322633 0.342146 0.152148 0.120481 0.147026 0.132708 0.133563 0.316252 0.272212 0.263578 0.272308 0.271768 0.305051 0.282288 0.308107 0.290671 0.293728 0.30925 0.280268 0.271434 0.275341 0.31665 0.31665 0.309223 0.310583 0.324606 0.334755 0.325565 0.338317 0.326112 0.337279 0.308452 0.323818 0.319331 0.319399 0.320616 0.320305 0.329966 0.313726 0.322102 0.310402 0.311462 0.307951 0.309012 0.307699 0.327882 0.345176 0.338298 0.332009 0.352676 0.351591 0.331388 0.324152 0.334003 0.337532 0.34645 0.362264 0.341845 0.350255 0.330226 0.352004 0.339294 0.339294 0.324457 0.334598 0.332521 0.319064 0.355034 1 0.327175 0.326506 0.329233 0.328704 0.326677 0.308452 0.319399 0.320616 0.319483 0.316081 0.316568 0.340701 0.317697 0.335368 0.320143 0.337401
0.345326 0.483457 0.465417 0.485671 0.486852 0.462674 0.235765 0.197606 0.215547 0.208643 0.207774 0.40859 0.398943 0.3872 0.395545 0.382044 0.455353 0.451705 0.457725 0.440839 0.458942 0.451432 0.406888 0.378916 0.381871 0.472404 0.472404 0.49003 0.453634 0.488034 0.497057 0.497947 0.500582 0.486857 0.502533 0.481682 0.524651 0.510515 0.478207 0.47993 0.472104 0.469007 0.467688 0.426239 0.458548 0.492898 0.504495 0.505755 0.490178 0.509669 0.476282 0.484249 0.453711 0.478024 0.480281 0.525894 0.529786 0.519262 0.517807 0.544894 0.506177 0.506301 0.514446 0.50964 0.519446 0.447434 0.447434 0.441863 0.453631 0.453208 0.452851 0.455117 0.416279 1 0.97238 0.968682 0.981401 0.985402 0.481682 0.478207 0.47993 0.511466 0.485925 0.436728 0.525121 0.47326 0.52198 0.531091 0.534145
0.342736 0.481331 0.462817 0.484285 0.48449 0.462522 0.236907 0.198974 0.216019 0.206766 0.208485 0.404637 0.398375 0.387157 0.389899 0.37897 0.446166 0.449135 0.452499 0.434526 0.45654 0.447995 0.405476 0.377892 0.381521 0.467195 0.467195 0.491847 0.452376 0.484802 0.494178 0.493016 0.495864 0.482969 0.498373 0.475083 0.51988 0.506617 0.471545 0.473529 0.468505 0.463967 0.465274 0.425386 0.455237 0.490756 0.501968 0.503263 0.489804 0.505922 0.467975 0.480063 0.449889 0.469776 0.473477 0.522184 0.524689 0.518679 0.513319 0.542769 0.500867 0.50225 0.508826 0.505368 0.513753 0.442547 0.442547 0.438915 0.448047 0.449189 0.448832 0.454222 0.415172 0.973141 1 0.963308 0.964864 0.971186 0.475083 0.471545 0.473529 0.505691 0.481338 0.430407 0.521146 0.468316 0.515812 0.526328 0.52903
0.34645 0.47896 0.465369 0.48293 0.484572 0.466127 0.24028 0.2021 0.218497 0.21126 0.208888 0.404572 0.398295 0.386835 0.395119 0.382562 0.44876 0.447323 0.455521 0.438317 0.459566 0.450161 0.402435 0.378376 0.379953 0.472766 0.472766 0.495425 0.45301 0.485882 0.495371 0.491775 0.49809 0.484484 0.498052 0.478694 0.520385 0.504693 0.476363 0.473673 0.470159 0.463328 0.456796 0.42299 0.454744 0.491525 0.503912 0.505054 0.491061 0.507078 0.47018 0.482275 0.448723 0.475249 0.474997 0.524911 0.526876 0.519159 0.516135 0.538986 0.507376 0.505484 0.511602 0.510271 0.525264 0.441136 0.441136 0.437403 0.451301 0.45072 0.451143 0.454818 0.413542 0.96331 0.958068 1 0.976676 0.965718 0.478694 0.476363 0.473673 0.507976 0.481116 0.435441 0.523541 0.4706 0.519431 0.530714 0.533939
0.347684 0.479638 0.464027 0.480472 0.485562 0.464847 0.238147 0.198286 0.215304 0.210284 0.207667 0.408348 0.398088 0.383088 0.395387 0.38257 0.452589 0.44878 0.455017 0.440214 0.457547 0.451586 0.404759 0.377868 0.380822 0.47077 0.47077 0.490956 0.455208 0.486474 0.494556 0.494708 0.497309 0.484847 0.496949 0.480166 0.522032 0.505542 0.477293 0.478204 0.46785 0.463133 0.460371 0.421815 0.454276 0.491734 0.504437 0.505669 0.490991 0.508588 0.471875 0.482131 0.44979 0.475903 0.474598 0.52402 0.527291 0.51774 0.517094 0.54263 0.50841 0.50567 0.512097 0.509093 0.521347 0.444629 0.444629 0.439125 0.450509 0.452137 0.448224 0.454151 0.4137 0.972872 0.95562 0.972125 1 0.964611 0.480166 0.477293 0.478204 0.508679 0.483719 0.434038 0.526288 0.471669 0.522885 0.532756 0.535232
0.346085 0.485745 0.467678 0.489258 0.487965 0.465027 0.238068 0.200118 0.216581 0.209119 0.208218 0.407315 0.400645 0.388218 0.393846 0.382793 0.456262 0.451218 0.456159 0.44117 0.457897 0.452026 0.408969 0.377661 0.384556 0.473896 0.473896 0.494145 0.45412 0.488293 0.498411 0.499208 0.502235 0.488544 0.504737 0.479783 0.526262 0.511852 0.475715 0.476699 0.473827 0.471772 0.464444 0.427992 0.457443 0.49436 0.506075 0.507749 0.491621 0.512777 0.474859 0.480281 0.450142 0.474437 0.480327 0.528329 0.531449 0.522513 0.519048 0.546434 0.505964 0.506354 0.513949 0.512344 0.520197 0.445359 0.445359 0.442393 0.452688 0.453059 0.452195 0.456509 0.414709 0.987054 0.971453 0.97181 0.974294 1 0.479783 0.475715 0.476699 0.512053 0.484063 0.437868 0.525148 0.471707 0.521481 0.530512 0.534442
0.194732 0.362042 0.327427 0.323863 0.329201 0.330017 0.097798 0.073845 0.0874918 0.0914292 0.0912076 0.229835 0.244223 0.25151 0.264711 0.250977 0.298142 0.297616 0.297039 0.299152 0.295833 0.306698 0.257632 0.274301 0.266583 0.32393 0.32393 0.325583 0.330725 0.315306 0.376378 0.367842 0.373967 0.373206 0.364867 1 0.362993 0.375038 0.459282 0.413489 0.306766 0.320207 0.342554 0.276844 0.295735 0.356433 0.358149 0.358301 0.348515 0.37044 0.320999 0.329043 0.30536 0.317157 0.330079 0.357206 0.361297 0.357562 0.36085 0.363714 0.326252 0.383143 0.38209 0.351117 0.33798 0.308972 0.308972 0.296745 0.300453 0.287507 0.29314 0.302592 0.24172 0.29631 0.292882 0.29694 0.2972 0.295641 1 0.459282 0.413489 0.380875 0.415526 0.304999 0.385645 0.322926 0.370412 0.373277 0.377084
0.238413 0.371716 0.354486 0.364223 0.360015 0.342506 0.14192 0.118767 0.132759 0.128195 0.1226 0.265904 0.271724 0.256894 0.295289 0.269744 0.324361 0.317128 0.343559 0.339986 0.345523 0.325139 0.286038 0.290192 0.291685 0.345746 0.345746 0.376078 0.347988 0.346494 0.419601 0.420204 0.418193 0.422457 0.419735 0.515481 0.441151 0.435127 1 0.642903 0.34351 0.328111 0.39276 0.306011 0.308724 0.409566 0.413556 0.413969 0.404251 0.437298 0.395098 0.393387 0.413959 0.403101 0.415327 0.431156 0.415118 0.433735 0.420394 0.428375 0.372608 0.445003 0.424691 0.413504 0.388095 0.351766 0.351766 0.336696 0.340943 0.319349 0.314207 0.334926 0.282299 0.338108 0.334307 0.338911 0.339297 0.337191 0.515481 1 0.642903 0.523999 0.637429 0.347391 0.42916 0.356815 0.421196 0.42083 0.424243
0.240008 0.377815 0.358136 0.350435 0.372589 0.350406 0.157888 0.116794 0.14902 0.135803 0.127081 0.265194 0.28392 0.264762 0.287872 0.264417 0.333889 0.323383 0.337729 0.326343 0.349893 0.333045 0.29903 0.296106 0.296151 0.352744 0.352744 0.367636 0.361312 0.351737 0.429454 0.434386 0.424082 0.441818 0.430234 0.480762 0.449595 0.448489 0.665501 1 0.347855 0.333752 0.390473 0.301238 0.317894 0.415289 0.421343 0.423458 0.413305 0.447623 0.392515 0.403083 0.388864 0.406076 0.422031 0.431551 0.422394 0.425037 0.430855 0.437128 0.381356 0.446403 0.419173 0.407772 0.378041 0.358001 0.358001 0.34504 0.357221 0.339722 0.326839 0.334209 0.301035 0.353642 0.348798 0.350206 0.352667 0.35237 0.480762 0.665501 1 0.532434 0.703669 0.347537 0.429055 0.371001 0.414213 0.425283 0.419886
0.253306 0.37366 0.369 0.373705 0.381914 0.38743 0.152585 0.121581 0.147445 0.130682 0.129059 0.264191 0.300666 0.287331 0.297241 0.289791 0.335688 0.324562 0.34738 0.340715 0.363409 0.323097 0.295037 0.300598 0.305767 0.346646 0.346646 0.382645 0.376733 0.363273 0.45551 0.446903 0.43945 0.449768 0.447285 0.445308 0.46255 0.493237 0.556562 0.550413 0.34722 0.3473 0.397094 0.321335 0.331639 0.437956 0.440465 0.446734 0.434215 0.467399 0.408283 0.403064 0.401169 0.432258 0.421036 0.463087 0.479507 0.472614 0.466218 0.460618 0.392091 0.444725 0.425607 0.42796 0.395194 0.38636 0.38636 0.370442 0.36839 0.364116 0.329093 0.343612 0.29292 0.367234 0.363336 0.365827 0.366112 0.367824 0.445308 0.556562 0.550413 1 0.545298 0.357428 0.444189 0.368978 0.440187 0.447727 0.449798
0.230076 0.378991 0.364872 0.364828 0.371939 0.353063 0.134839 0.109759 0.129671 0.120198 0.117169 0.249789 0.280365 0.259557 0.274053 0.267973 0.330447 0.31799 0.344188 0.334191 0.338822 0.331895 0.283759 0.294339 0.297007 0.345659 0.345659 0.363829 0.346067 0.346437 0.426947 0.420924 0.414355 0.427596 0.413801 0.477484 0.432096 0.436534 0.647674 0.695858 0.353308 0.335716 0.393558 0.304143 0.309052 0.423907 0.426411 0.425831 0.41441 0.442453 0.397334 0.405068 0.395782 0.411936 0.414497 0.419739 0.416224 0.425997 0.422614 0.4148 0.376083 0.440766 0.43007 0.415886 0.379257 0.364315 0.364315 0.332831 0.343702 0.331569 0.316475 0.341946 0.286817 0.342473 0.338539 0.340411 0.343319 0.342147 0.477484 0.647674 0.695858 0.522093 1 0.335909 0.429964 0.368989 0.417594 0.421061 0.422265
0.246244 0.3604 0.343103 0.335458 0.346321 0.353407 0.144063 0.109842 0.125025 0.121784 0.103567 0.269127 0.261606 0.259529 0.28148 0.275729 0.298419 0.303237 0.314012 0.289254 0.309957 0.29269 0.264533 0.275846 0.276895 0.317737 0.317737 0.348564 0.34331 0.330377 0.368506 0.370223 0.372556 0.37288 0.376533 0.363587 0.374286 0.367204 0.363914 0.354127 0.339595 0.326802 0.356268 0.311286 0.317238 0.352397 0.355218 0.358034 0.350657 0.381221 0.371703 0.369031 0.357445 0.365111 0.387124 0.368908 0.37907 0.377253 0.378863 0.38506 0.352666 0.367434 0.365999 0.360927 0.367745 0.501598 0.501598 0.548262 0.59267 0.3221 0.320416 0.353216 0.291201 0.317489 0.316295 0.318666 0.317104 0.319202 0.363587 0.363914 0.354127 0.362732 0.35334 1 0.384628 0.332156 0.369264 0.373953 0.378152
