C1901TS003_1 C1901TS003_2 C1901TS003_3 C1901TS044_1 C1901TS066_1 C1901TS067_1 C1901TS067_2 C1901TS067_3 C1901TS067_4 C1901TS067_5 C1901TS087_1 C1901TS087_2 C1901TS087_3 C1901TS102_1 C1901TS103_1 C1901TS123_1 C1901TS123_2 C1901TS123_3 C1901TS123_4 C1901TS123_5 C1901TS131_1 C1901TS131_2 C1901TS131_3 C1901TS131_4 C1901TS131_5 C1901TS152_1 C1901TS152_2 C1901TS152_3 C1901TS152_4 C1901TS152_5 C1901TS156_1 C1901TS156_2 C1901TS156_3 C1901TS156_4 C1901TS156_5 C1901TS158_1 C1901TS158_2 C1901TS158_3 C1901TS158_4 C1901TS158_5 C1901TS182_1 C1901TS182_2 C1901TS182_3 C1901TS182_4 C1901TS182_5 C1901TS196_1 C1901TS200_1 C1901TS210_1 C1901TS210_2 C1901TS210_3 C1901TS210_4 C1901TS210_5 C1901TS211_1 C1901TS211_2 C1901TS211_3 C1901TS211_4 C1901TS211_5 C1901TS213_1 C1901TS213_2 C1901TS213_3 C1901TS213_4 C1901TS213_5 C1901TS215_1 C1901TS215_2 C1901TS215_3 C1901TS215_4 C1901TS215_5 C1901TS228_1 C1901TS240_1 C1901TS240_2 C1901TS240_3 C1901TS240_4 C1901TS240_5 C1901TS247_1 C1901TS247_2 C1901TS247_3 C1901TS247_4 C1901TS247_5 C1901TS258_1 C1901TS258_2 C1901TS258_3 C1901TS258_4 C1901TS258_5 C1901TS273_1 C1901TS273_2 C1901TS273_3 C1901TS273_4 C1901TS273_5 C1901TS278_1 C1901TS278_2 C1901TS278_3 C1901TS278_4 C1901TS278_5 C1901TS299_1 C1901TS299_2 C1901TS299_3 C1901TS309_1 C1901TS309_2 C1901TS309_3 C1901TS309_4 C1901TS309_5 C1901TS347_1 C1901TS359_1 C1901TS369_1 C1901TS369_2 C1901TS369_3 C1901TS369_4 C1901TS369_5 C1901TS389_1 C1901TS389_2 C1901TS389_3 C1901TS389_4 C1901TS389_5 C1901TS401_1 C1901TS405_1 C1901TS405_2 C1901TS405_3 C1901TS405_4 C1901TS405_5 C1901TS413_1 C1901TS413_2 C1901TS413_3 C1901TS413_4 C1901TS413_5 C1901TS414_1 C1901TS414_2 C1901TS414_3 C1901TS414_4 C1901TS414_5 C1901TS438_1 C1901TS438_2 C1901TS438_3 C1901TS438_4 C1901TS438_5 C1901TS490_1
0.255631 0.262568 0.262426 0.363157 0.240087 0.24755 0.250384 0.233835 0.251713 0.238761 0.387884 0.415027 0.385207 0.108915 0.225393 0.244776 0.296487 0.244961 0.278967 0.278967 0.436491 0.437411 0.431756 0.436839 0.435433 0.396984 0.407211 0.364604 0.352652 0.407319 0.400764 0.406029 0.390369 0.397682 0.397 0.237352 0.246357 0.248716 0.238796 0.238526 0.29273 0.220308 0.29721 0.217852 0.284732 0.31012 0.302536 0.478026 1 0.365242 0.328085 0.317947 0.356767 0.297021 0.314352 0.285368 0.282486 0.360963 0.3621 0.360235 0.357266 0.360344 0.33685 0.345152 0.336014 0.339298 0.33732 0.350373 0.354156 0.38161 0.351541 0.370273 0.357227 0.310499 0.301113 0.292712 0.313422 0.306937 0.287173 0.30404 0.33001 0.327309 0.319826 0.356875 0.40459 0.384375 0.234336 0.217431 0.237352 0.246357 0.248716 0.238796 0.238526 0.332583 0.350271 0.335113 0.349869 0.274731 0.33114 0.339255 0.337511 0.273427 0.311257 0.432757 0.438869 0.428391 0.426202 0.424079 0.298308 0.282308 0.313123 0.20519 0.282068 0.325964 0.333022 0.32806 0.317947 0.33705 0.338611 0.405322 0.390981 0.395427 0.396282 0.388406 0.384822 0.398169 0.411233 0.387514 0.414965 0.32724 0.323271 0.316839 0.321761 0.316478 0.267857
0.227368 0.232825 0.229168 0.308313 0.214523 0.236338 0.237709 0.221259 0.23588 0.224556 0.316426 0.331334 0.319102 0.101455 0.207479 0.21681 0.252844 0.219234 0.244915 0.244915 0.333695 0.332484 0.336494 0.335534 0.333861 0.33208 0.326488 0.309013 0.299543 0.32388 0.324098 0.325141 0.314899 0.324115 0.320207 0.205347 0.209232 0.215887 0.210272 0.215822 0.249754 0.199276 0.251665 0.19803 0.242852 0.256075 0.263498 0.326909 0.33872 1 0.322815 0.302785 0.299449 0.26632 0.281755 0.266617 0.261592 0.301594 0.304789 0.304988 0.30299 0.304462 0.292495 0.297945 0.291722 0.294187 0.287866 0.301132 0.294474 0.31352 0.292965 0.315662 0.307119 0.268096 0.251816 0.263461 0.266776 0.272026 0.259121 0.269667 0.275269 0.275963 0.27785 0.305977 0.321167 0.328278 0.211049 0.200581 0.205347 0.209232 0.215887 0.210272 0.215822 0.27221 0.276546 0.266881 0.289105 0.24357 0.284977 0.286071 0.2819 0.245281 0.267941 0.318258 0.319263 0.311822 0.318586 0.321971 0.260735 0.243036 0.269379 0.195891 0.241532 0.262001 0.287626 0.322771 0.302785 0.314861 0.32675 0.322577 0.319248 0.31783 0.325525 0.326702 0.317849 0.311047 0.314919 0.298052 0.31789 0.280834 0.277546 0.281491 0.280355 0.272209 0.240436
0.230768 0.227996 0.234699 0.300477 0.208044 0.232233 0.234514 0.216502 0.232487 0.218442 0.302896 0.320985 0.308439 0.0986063 0.210155 0.225474 0.252207 0.219808 0.246522 0.246522 0.319663 0.320965 0.315987 0.317313 0.316641 0.316252 0.315753 0.302469 0.292322 0.322967 0.321289 0.317296 0.311271 0.319846 0.31688 0.210089 0.222996 0.216604 0.203653 0.220511 0.249169 0.200213 0.248501 0.199517 0.236194 0.27148 0.259595 0.298786 0.31121 0.327521 1 0.305975 0.294534 0.264854 0.28134 0.267928 0.256507 0.297669 0.296503 0.298008 0.29781 0.299423 0.286298 0.288212 0.294157 0.284705 0.292786 0.295863 0.291187 0.306408 0.293417 0.301277 0.287642 0.263711 0.262992 0.25866 0.266454 0.269983 0.26358 0.261908 0.277344 0.272398 0.272639 0.298197 0.3236 0.313593 0.215057 0.205171 0.210089 0.222996 0.216604 0.203653 0.220511 0.27325 0.268591 0.265811 0.299419 0.238095 0.282624 0.286388 0.280972 0.244884 0.273323 0.314137 0.318298 0.308751 0.316555 0.314442 0.26373 0.25257 0.272147 0.198714 0.23866 0.258677 0.288098 0.999705 0.305975 0.317675 0.565901 0.322695 0.309045 0.310059 0.313303 0.311028 0.298606 0.307917 0.314581 0.305805 0.306357 0.275383 0.272342 0.275243 0.273862 0.271789 0.24016
0.230348 0.235694 0.232484 0.292751 0.209296 0.232838 0.232014 0.222585 0.232315 0.222954 0.292142 0.304704 0.299719 0.108402 0.213788 0.212166 0.258139 0.215033 0.253237 0.253237 0.318916 0.316333 0.315306 0.311227 0.316145 0.313728 0.305774 0.294211 0.298343 0.319542 0.324188 0.322701 0.314219 0.319731 0.318601 0.207384 0.223137 0.212078 0.211856 0.21332 0.250325 0.209399 0.250458 0.202028 0.238585 0.259779 0.258595 0.292165 0.300327 0.309149 0.311537 1 0.297122 0.258068 0.277256 0.263253 0.25584 0.287656 0.287835 0.288675 0.28712 0.28623 0.283816 0.281608 0.282988 0.280607 0.275291 0.284939 0.283745 0.296588 0.285421 0.299671 0.281858 0.267505 0.262032 0.261939 0.27253 0.265982 0.262258 0.270914 0.271906 0.274304 0.270117 0.287028 0.315085 0.308539 0.219966 0.208511 0.207384 0.223137 0.212078 0.211856 0.21332 0.271377 0.270672 0.260415 0.287186 0.239067 0.277141 0.282597 0.275232 0.243735 0.268156 0.30693 0.30966 0.300943 0.30789 0.306545 0.257807 0.244943 0.262884 0.19335 0.238229 0.257724 0.285521 0.311472 0.999926 0.296093 0.308006 0.313154 0.302423 0.303581 0.310093 0.308634 0.30202 0.301172 0.307343 0.303295 0.305816 0.278587 0.276494 0.273916 0.276945 0.27227 0.247521
0.314478 0.305643 0.321781 0.421203 0.278601 0.297818 0.302433 0.280882 0.298508 0.282518 0.423204 0.448634 0.42482 0.146526 0.288183 0.299992 0.342297 0.294734 0.323851 0.323851 0.448377 0.444791 0.442181 0.444613 0.445942 0.433088 0.436643 0.424471 0.821489 0.424954 0.427803 0.428915 0.420991 0.422343 0.421062 0.287945 0.295763 0.288746 0.299954 0.302291 0.327352 0.27424 0.338198 0.270047 0.320167 0.356092 0.356034 0.409362 0.421255 0.383347 0.372588 0.371108 1 0.358254 0.364014 0.341231 0.342724 0.421833 0.416881 0.416417 0.414721 0.417751 0.39628 0.391149 0.391106 0.39517 0.394449 0.406346 0.397893 0.432079 0.412813 0.435004 0.403889 0.355572 0.347265 0.343021 0.370923 0.355801 0.332592 0.34744 0.357384 0.357208 0.352026 0.418767 0.422415 0.427918 0.294354 0.272551 0.287945 0.295763 0.288746 0.299954 0.302291 0.380607 0.371927 0.362942 0.384542 0.316204 0.395826 0.402682 0.379361 0.32288 0.365084 0.42973 0.431768 0.431257 0.434975 0.437666 0.3574 0.335372 0.370269 0.269698 0.318038 0.352543 0.391695 0.372629 0.371108 0.386493 0.385285 0.424775 0.404633 0.430529 0.438286 0.426842 0.436275 0.424937 0.438324 0.435713 0.437209 0.373936 0.372462 0.362196 0.370021 0.365605 0.331987
0.266147 0.2674 0.25599 0.31561 0.227968 0.266343 0.267806 0.248978 0.265742 0.252268 0.31287 0.319773 0.319054 0.124846 0.241317 0.24262 0.283194 0.240082 0.263963 0.263963 0.346529 0.338922 0.338374 0.335371 0.339326 0.310035 0.331407 0.318868 0.313014 0.324608 0.324018 0.329738 0.323279 0.329639 0.323199 0.232029 0.23628 0.243386 0.236709 0.240375 0.258408 0.225222 0.260224 0.218301 0.247831 0.273203 0.280959 0.306771 0.309258 0.301456 0.293155 0.287342 0.313146 1 0.287672 0.275682 0.269873 0.313309 0.310009 0.313615 0.310556 0.312254 0.299796 0.306689 0.296547 0.299161 0.30279 0.306286 0.303471 0.316293 0.299402 0.316961 0.300814 0.295535 0.286599 0.282462 0.283589 0.286144 0.282199 0.299898 0.295685 0.290431 0.279778 0.316401 0.319881 0.305473 0.241636 0.229664 0.232029 0.23628 0.243386 0.236709 0.240375 0.279677 0.278853 0.267884 0.304289 0.262459 0.29887 0.29862 0.301135 0.283681 0.278518 0.318808 0.326646 0.318358 0.32376 0.321747 0.272762 0.268353 0.287343 0.223705 0.261587 0.265569 0.275279 0.293095 0.287342 0.298681 0.297789 0.31718 0.307767 0.328218 0.323271 0.305516 0.320181 0.319844 0.327663 0.320068 0.32778 0.304627 0.299178 0.298208 0.303682 0.298613 0.259563
0.254049 0.2521 0.254607 0.304997 0.218705 0.24269 0.243159 0.234246 0.243348 0.234603 0.302836 0.32042 0.310265 0.10471 0.225803 0.240232 0.282185 0.242724 0.270033 0.270033 0.31786 0.327891 0.326859 0.326578 0.324565 0.312965 0.310645 0.30242 0.309296 0.324027 0.315627 0.323465 0.309208 0.31351 0.310087 0.228561 0.242219 0.24427 0.248871 0.243053 0.244864 0.214491 0.248257 0.212604 0.23457 0.268302 0.257738 0.311261 0.315863 0.308361 0.299482 0.294103 0.308319 0.275157 1 0.320314 0.321058 0.300267 0.299321 0.297217 0.297385 0.300184 0.287445 0.289621 0.293493 0.288325 0.292126 0.2965 0.297969 0.300149 0.292491 0.310293 0.298093 0.27576 0.275974 0.27743 0.285556 0.272218 0.279748 0.276021 0.277555 0.27995 0.27566 0.299896 0.319345 0.308269 0.234421 0.219026 0.228561 0.242219 0.24427 0.248871 0.243053 0.277629 0.276966 0.268528 0.291637 0.249294 0.29193 0.296295 0.298024 0.264742 0.286951 0.322177 0.320479 0.316563 0.318594 0.321138 0.276009 0.271306 0.282461 0.218042 0.2674 0.258485 0.280549 0.29943 0.294103 0.302025 0.298798 0.321161 0.293025 0.304604 0.317962 0.305503 0.314561 0.315112 0.317646 0.305991 0.316372 0.284673 0.2824 0.285967 0.282255 0.282077 0.256576
0.226405 0.227263 0.234759 0.27299 0.199087 0.223211 0.22501 0.213919 0.225478 0.219683 0.277472 0.285877 0.274683 0.0998448 0.213735 0.223682 0.248373 0.218674 0.235894 0.235894 0.288557 0.284879 0.286492 0.286775 0.284095 0.281727 0.289287 0.27479 0.278039 0.28667 0.28587 0.287801 0.283532 0.286618 0.28244 0.215641 0.21774 0.216338 0.221986 0.224934 0.226779 0.201731 0.230634 0.203628 0.220767 0.246674 0.238517 0.267042 0.274195 0.277894 0.269183 0.263713 0.280968 0.25957 0.309353 1 0.575499 0.271221 0.269008 0.266801 0.268025 0.271287 0.268943 0.266425 0.268937 0.264449 0.264919 0.270854 0.268958 0.280056 0.267268 0.283377 0.270369 0.253219 0.252365 0.249479 0.253671 0.249453 0.252234 0.246989 0.259907 0.259106 0.256565 0.271494 0.284496 0.27429 0.217035 0.201242 0.215641 0.21774 0.216338 0.221986 0.224934 0.251599 0.248628 0.242522 0.266004 0.230485 0.264035 0.269133 0.268116 0.240421 0.258436 0.28482 0.282244 0.27464 0.285532 0.289534 0.237932 0.243212 0.247211 0.202098 0.235709 0.233537 0.255113 0.269131 0.263713 0.271255 0.271595 0.285903 0.272116 0.281186 0.27707 0.27456 0.278279 0.287126 0.282669 0.28423 0.282384 0.259433 0.259844 0.256844 0.256543 0.256975 0.240683
0.240135 0.235364 0.238468 0.281589 0.201776 0.226085 0.226096 0.215548 0.225145 0.21637 0.283223 0.298528 0.284717 0.107402 0.222409 0.238185 0.256722 0.231321 0.24432 0.24432 0.29369 0.290265 0.294762 0.295593 0.291681 0.285038 0.290323 0.283119 0.284773 0.291097 0.28575 0.291381 0.284689 0.286956 0.288298 0.223143 0.225751 0.230259 0.231122 0.231062 0.234134 0.211733 0.238791 0.210562 0.225313 0.258738 0.245051 0.27075 0.279056 0.282286 0.268252 0.271859 0.287649 0.25824 0.314151 0.583564 1 0.276109 0.277205 0.274888 0.277164 0.279218 0.273536 0.269625 0.277586 0.275699 0.275252 0.27432 0.277792 0.282746 0.273939 0.288275 0.276734 0.263031 0.261041 0.258722 0.264107 0.250348 0.256113 0.254836 0.260958 0.26121 0.26044 0.279956 0.29027 0.279525 0.228753 0.21042 0.223143 0.225751 0.230259 0.231122 0.231062 0.259931 0.259021 0.253468 0.273185 0.231801 0.264622 0.276576 0.277351 0.239105 0.266834 0.293514 0.289882 0.284699 0.294728 0.301709 0.242717 0.255396 0.260987 0.212084 0.246385 0.237032 0.264878 0.268265 0.271859 0.281114 0.279094 0.289865 0.275815 0.283358 0.279744 0.279261 0.287193 0.294435 0.289059 0.295585 0.296475 0.257406 0.256474 0.25478 0.254951 0.2542 0.243554
0.257568 0.264928 0.262537 0.799794 0.231187 0.260623 0.264601 0.245809 0.261616 0.245506 0.343187 0.365195 0.34914 0.113689 0.239492 0.257649 0.296493 0.260367 0.286666 0.286666 0.389594 0.39566 0.399719 0.395399 0.394338 0.368804 0.371272 0.760753 0.351946 0.36544 0.382155 0.386221 0.375645 0.377707 0.379324 0.246592 0.253851 0.248463 0.24157 0.258165 0.274979 0.227459 0.276743 0.226547 0.264445 0.29597 0.301052 0.340574 0.361019 0.327472 0.319645 0.307523 0.356668 0.300502 0.302822 0.281367 0.281419 1 0.814845 0.807047 0.800374 0.810242 0.442652 0.471591 0.457579 0.469163 0.459128 0.749109 0.340905 0.359628 0.346947 0.355218 0.350372 0.298082 0.299013 0.284157 0.313849 0.300624 0.283828 0.305221 0.315869 0.312488 0.307016 0.776189 0.362512 0.360145 0.247819 0.222232 0.246592 0.253851 0.248463 0.24157 0.258165 0.313586 0.313299 0.299614 0.343147 0.27188 0.329478 0.331394 0.334217 0.269112 0.307129 0.389718 0.384968 0.376811 0.379817 0.385917 0.294537 0.288247 0.310679 0.222268 0.288834 0.317682 0.325981 0.319593 0.307523 0.319936 0.314849 0.361848 0.350905 0.366364 0.370701 0.359198 0.387791 0.379799 0.382394 0.373988 0.379844 0.306186 0.305505 0.303703 0.302821 0.303757 0.280721
0.257609 0.262373 0.260556 0.797494 0.232262 0.262789 0.265637 0.247191 0.263529 0.24613 0.347597 0.366697 0.351707 0.112781 0.238999 0.25518 0.297427 0.259437 0.288262 0.288262 0.387721 0.397721 0.400193 0.394197 0.392334 0.364953 0.371413 0.759551 0.350869 0.366167 0.37893 0.381774 0.371945 0.375439 0.375004 0.243459 0.249658 0.248392 0.243191 0.258432 0.274653 0.22797 0.276588 0.228565 0.264635 0.298537 0.299247 0.343655 0.365413 0.331005 0.3207 0.306469 0.351644 0.299876 0.303602 0.279798 0.281335 0.815728 1 0.802158 0.804029 0.809207 0.443824 0.466142 0.45404 0.468756 0.459898 0.745369 0.340104 0.357096 0.346982 0.360522 0.345864 0.297791 0.29937 0.288524 0.31356 0.302641 0.285204 0.30535 0.315098 0.31549 0.308444 0.773884 0.362355 0.357435 0.241684 0.221639 0.243459 0.249658 0.248392 0.243191 0.258432 0.315274 0.314921 0.300102 0.350111 0.273934 0.330343 0.332827 0.331158 0.26774 0.302216 0.391493 0.388605 0.378366 0.383367 0.389163 0.294391 0.289369 0.31017 0.222406 0.288874 0.316901 0.325803 0.320637 0.306469 0.318477 0.313888 0.363523 0.347496 0.364962 0.368183 0.357384 0.384596 0.379532 0.383264 0.375502 0.380104 0.308253 0.307285 0.305217 0.306152 0.306291 0.277081
0.260339 0.260138 0.261955 0.799181 0.230637 0.263554 0.264385 0.24635 0.263342 0.245532 0.343521 0.367814 0.350126 0.113804 0.237042 0.256708 0.298334 0.257099 0.286884 0.286884 0.388614 0.397744 0.400729 0.396452 0.394393 0.370357 0.373132 0.763494 0.350022 0.370032 0.375715 0.380945 0.369639 0.372044 0.372852 0.244783 0.252912 0.245336 0.241816 0.253958 0.275637 0.23018 0.278641 0.227186 0.265 0.296965 0.299705 0.343794 0.361813 0.329697 0.32166 0.305284 0.35226 0.30113 0.300342 0.277398 0.280642 0.805968 0.800757 1 0.797986 0.81435 0.44145 0.464331 0.451748 0.464947 0.456849 0.751955 0.339646 0.357731 0.348238 0.357835 0.348749 0.298773 0.297835 0.283153 0.308264 0.303017 0.283277 0.304664 0.315132 0.311404 0.307357 0.774535 0.366645 0.36018 0.243859 0.223104 0.244783 0.252912 0.245336 0.241816 0.253958 0.308686 0.310326 0.298192 0.347179 0.272794 0.32848 0.329273 0.336528 0.267784 0.305154 0.391288 0.385272 0.3715 0.379758 0.384963 0.296303 0.288686 0.308603 0.221736 0.286421 0.313445 0.329158 0.32163 0.305284 0.322399 0.316558 0.365834 0.349682 0.368726 0.369223 0.360347 0.383637 0.376241 0.386836 0.374647 0.374773 0.310124 0.31075 0.309052 0.30936 0.307352 0.280483
0.2637 0.267142 0.262539 0.790901 0.229983 0.262076 0.265919 0.248235 0.263563 0.248734 0.344787 0.364041 0.349588 0.11383 0.240234 0.256948 0.297516 0.259015 0.289823 0.289823 0.387202 0.393338 0.396945 0.39478 0.392291 0.362142 0.373133 0.752621 0.348412 0.363632 0.377135 0.380718 0.3701 0.37344 0.372675 0.246537 0.252165 0.249365 0.24066 0.258747 0.278654 0.232975 0.280676 0.231131 0.26938 0.30218 0.301986 0.337813 0.358332 0.330459 0.320442 0.306044 0.350035 0.298495 0.303116 0.280895 0.282784 0.798671 0.800833 0.79742 1 0.800627 0.437093 0.464534 0.453019 0.468582 0.460197 0.744992 0.341594 0.357699 0.34988 0.354847 0.343991 0.297027 0.301557 0.289181 0.311351 0.305003 0.288399 0.305117 0.3129 0.313624 0.308261 0.766139 0.358651 0.353105 0.246041 0.223526 0.246537 0.252165 0.249365 0.24066 0.258747 0.313603 0.315475 0.302251 0.345539 0.272102 0.325961 0.331482 0.331875 0.273144 0.304439 0.39082 0.384803 0.375381 0.382331 0.386984 0.293266 0.290073 0.310452 0.221417 0.292593 0.312412 0.327725 0.320417 0.306044 0.315698 0.315962 0.357853 0.34873 0.367063 0.371364 0.353356 0.384095 0.376175 0.384141 0.37504 0.377218 0.310419 0.310257 0.308792 0.309577 0.308479 0.282056
0.261117 0.26255 0.258889 0.805507 0.230947 0.261611 0.263137 0.245161 0.262214 0.245294 0.343514 0.366382 0.349436 0.111301 0.236467 0.252171 0.294211 0.255446 0.290125 0.290125 0.386316 0.398869 0.398464 0.393764 0.394153 0.365621 0.37027 0.764092 0.347272 0.36538 0.376862 0.381537 0.372291 0.375235 0.373655 0.24385 0.250001 0.24618 0.240036 0.255172 0.274539 0.229134 0.275974 0.224656 0.264843 0.296695 0.300758 0.339693 0.360721 0.328548 0.320583 0.303813 0.350278 0.299348 0.302454 0.278568 0.27993 0.80747 0.80719 0.813251 0.801038 1 0.444989 0.467155 0.450448 0.464599 0.455593 0.751743 0.341936 0.357555 0.348836 0.356837 0.347823 0.298158 0.300651 0.284527 0.307899 0.301525 0.285558 0.304668 0.313073 0.312284 0.304272 0.779323 0.362466 0.354357 0.240583 0.222522 0.24385 0.250001 0.24618 0.240036 0.255172 0.311728 0.313954 0.297141 0.346388 0.274507 0.33027 0.333406 0.333316 0.271335 0.305617 0.389547 0.383686 0.372771 0.380401 0.386921 0.295839 0.292204 0.309789 0.222466 0.286442 0.313279 0.325972 0.320544 0.303813 0.316987 0.316254 0.362494 0.348045 0.366168 0.371417 0.35373 0.383721 0.374425 0.385075 0.372545 0.377394 0.308232 0.307813 0.30554 0.306174 0.306253 0.28249
0.234608 0.241676 0.241217 0.413659 0.210297 0.232893 0.238771 0.218077 0.234289 0.218755 0.299505 0.313503 0.309729 0.103202 0.210925 0.22243 0.266007 0.222759 0.250768 0.250768 0.332269 0.334759 0.33636 0.33266 0.337418 0.322953 0.319205 0.415387 0.308767 0.320172 0.329425 0.332016 0.322305 0.323776 0.33076 0.21089 0.224919 0.215222 0.216159 0.221754 0.252922 0.212124 0.254495 0.20856 0.245504 0.265376 0.261052 0.298878 0.316052 0.292418 0.287096 0.278395 0.312561 0.269425 0.274602 0.262096 0.259759 0.409247 0.409288 0.411988 0.40421 0.414075 1 0.429416 0.448991 0.43074 0.481567 0.4024 0.292089 0.31494 0.305556 0.315578 0.312062 0.273257 0.272585 0.254983 0.273501 0.269703 0.254348 0.272501 0.285633 0.271566 0.273151 0.408147 0.314696 0.317673 0.210374 0.204829 0.21089 0.224919 0.215222 0.216159 0.221754 0.273102 0.276669 0.267495 0.310307 0.24847 0.290995 0.301354 0.291225 0.244422 0.277044 0.333429 0.324074 0.319693 0.323664 0.325826 0.264257 0.252238 0.279376 0.207376 0.242814 0.267258 0.27965 0.287146 0.278395 0.289722 0.290465 0.315857 0.302054 0.31413 0.314144 0.316417 0.334732 0.319936 0.336837 0.33139 0.329808 0.270773 0.269943 0.263874 0.265089 0.266913 0.252828
0.232575 0.239826 0.23473 0.4353 0.209438 0.24439 0.244471 0.226555 0.243009 0.224707 0.31158 0.318659 0.313685 0.107401 0.211256 0.234823 0.266888 0.230313 0.250356 0.250356 0.351849 0.355001 0.35527 0.353116 0.354898 0.327545 0.339031 0.431736 0.308024 0.331635 0.340267 0.339454 0.329352 0.335275 0.333026 0.215736 0.222346 0.225202 0.225598 0.226924 0.247318 0.213324 0.25063 0.207038 0.241874 0.261119 0.264383 0.310004 0.324851 0.302555 0.288369 0.275061 0.308921 0.278839 0.274575 0.262776 0.261301 0.43609 0.433277 0.432982 0.433269 0.436368 0.438029 1 0.460674 0.472718 0.454718 0.42473 0.299303 0.323609 0.316263 0.31917 0.312346 0.270903 0.273751 0.25335 0.275601 0.272005 0.261592 0.268812 0.285444 0.27831 0.272422 0.429416 0.328519 0.318922 0.218379 0.212502 0.215736 0.222346 0.225202 0.225598 0.226924 0.27751 0.27917 0.269424 0.301846 0.255346 0.288672 0.297691 0.298658 0.250196 0.27659 0.335819 0.330603 0.323018 0.328411 0.338858 0.266596 0.259906 0.277294 0.202578 0.250186 0.278176 0.292394 0.288356 0.275061 0.290981 0.286968 0.329195 0.316598 0.32932 0.325581 0.319341 0.33097 0.333056 0.349476 0.33228 0.336617 0.276163 0.274859 0.273898 0.274704 0.272724 0.257555
0.242804 0.251499 0.246085 0.436427 0.222898 0.251064 0.252419 0.231088 0.247904 0.229493 0.310774 0.331889 0.326278 0.109648 0.222661 0.24189 0.272541 0.231728 0.265515 0.265515 0.353364 0.357656 0.35181 0.349904 0.354093 0.332491 0.331331 0.43546 0.315181 0.330695 0.346077 0.347732 0.338615 0.34164 0.343568 0.226996 0.23658 0.229172 0.231024 0.236076 0.260813 0.217491 0.26435 0.217615 0.247772 0.277005 0.273694 0.310889 0.327955 0.305981 0.303786 0.290405 0.31742 0.27858 0.287253 0.273241 0.27381 0.436967 0.435023 0.43373 0.432832 0.435331 0.46681 0.470834 1 0.451069 0.481456 0.423382 0.308496 0.331201 0.312784 0.318821 0.318983 0.277486 0.280346 0.268434 0.288631 0.281488 0.275012 0.278915 0.286161 0.28809 0.291292 0.432175 0.327322 0.330672 0.227889 0.217923 0.226996 0.23658 0.229172 0.231024 0.236076 0.284908 0.292965 0.279264 0.321153 0.265617 0.310172 0.312735 0.304909 0.252237 0.285713 0.346332 0.347157 0.341917 0.343108 0.344053 0.275998 0.269403 0.291414 0.208416 0.257885 0.285649 0.295981 0.303773 0.290405 0.294353 0.305338 0.326733 0.322473 0.327962 0.335295 0.330729 0.340009 0.336098 0.349791 0.347571 0.346186 0.288452 0.285321 0.276548 0.280094 0.28287 0.265795
0.240135 0.243378 0.244902 0.440123 0.206848 0.247879 0.247338 0.227385 0.242689 0.226799 0.3053 0.321793 0.314788 0.1082 0.217835 0.226342 0.260261 0.222252 0.251491 0.251491 0.34302 0.343251 0.339859 0.340667 0.343439 0.324372 0.325911 0.441483 0.306754 0.322275 0.333298 0.329618 0.321679 0.326384 0.327725 0.220308 0.225323 0.217686 0.2165 0.233063 0.251264 0.218617 0.256355 0.209688 0.244936 0.272018 0.266137 0.308149 0.321002 0.299547 0.284596 0.280518 0.311111 0.271933 0.27487 0.260504 0.264976 0.439771 0.440207 0.438214 0.438177 0.441421 0.441558 0.475421 0.444458 1 0.453175 0.424933 0.300524 0.317519 0.303925 0.309511 0.304574 0.268771 0.271435 0.260238 0.281964 0.276662 0.261742 0.26348 0.284355 0.28148 0.278675 0.437213 0.318042 0.318846 0.211908 0.20678 0.220308 0.225323 0.217686 0.2165 0.233063 0.27736 0.283168 0.272219 0.30214 0.248507 0.295121 0.301697 0.300167 0.253367 0.277997 0.331412 0.323523 0.326552 0.322347 0.331342 0.262133 0.245118 0.281538 0.206693 0.249694 0.275735 0.290345 0.284598 0.280518 0.287615 0.288482 0.317955 0.305857 0.323877 0.326723 0.31989 0.325776 0.321643 0.331379 0.325643 0.330895 0.280793 0.278211 0.272146 0.27558 0.275475 0.254118
0.24135 0.245355 0.239791 0.43084 0.216562 0.245577 0.248765 0.230022 0.247028 0.226015 0.310667 0.322983 0.316118 0.102141 0.214511 0.235528 0.269505 0.234726 0.260334 0.260334 0.344972 0.348861 0.340074 0.341372 0.341939 0.324017 0.330256 0.426381 0.314075 0.331566 0.339369 0.338649 0.330305 0.336133 0.334769 0.223654 0.232009 0.225174 0.231514 0.235285 0.264457 0.211182 0.270523 0.210823 0.250675 0.265049 0.270425 0.309537 0.325969 0.296756 0.297822 0.275398 0.314862 0.281804 0.281544 0.26282 0.264178 0.425796 0.426979 0.427493 0.430202 0.427815 0.489501 0.460166 0.470325 0.454293 1 0.421067 0.301049 0.323951 0.317592 0.311654 0.310313 0.273651 0.27332 0.264564 0.280913 0.272902 0.261194 0.274673 0.292078 0.282612 0.284552 0.43003 0.329138 0.321276 0.219217 0.2098 0.223654 0.232009 0.225174 0.231514 0.235285 0.276691 0.283559 0.278835 0.307553 0.253989 0.303888 0.299274 0.29743 0.249982 0.275525 0.345975 0.33524 0.333957 0.338262 0.341524 0.273809 0.262436 0.286015 0.205581 0.261603 0.275834 0.285716 0.297808 0.275398 0.28883 0.295502 0.327739 0.316717 0.326751 0.319804 0.321333 0.334121 0.333089 0.346356 0.343935 0.345362 0.278934 0.277343 0.272627 0.276109 0.278551 0.260552
