C1905TS003_1 C1905TS003_2 C1905TS003_3 C1905TS044_1 C1905TS066_1 C1905TS067_1 C1905TS067_2 C1905TS067_3 C1905TS067_4 C1905TS067_5 C1905TS073_1 C1905TS073_2 C1905TS073_3 C1905TS073_4 C1905TS073_5 C1905TS087_1 C1905TS087_2 C1905TS102_1 C1905TS102_2 C1905TS103_1 C1905TS103_2 C1905TS123_1 C1905TS123_2 C1905TS123_3 C1905TS123_4 C1905TS123_5 C1905TS131_1 C1905TS131_2 C1905TS131_3 C1905TS131_4 C1905TS131_5 C1905TS152_1 C1905TS152_2 C1905TS152_3 C1905TS152_4 C1905TS152_5 C1905TS156_1 C1905TS156_2 C1905TS156_3 C1905TS156_4 C1905TS156_5 C1905TS158_1 C1905TS158_2 C1905TS158_3 C1905TS158_4 C1905TS158_5 C1905TS182_1 C1905TS182_2 C1905TS182_3 C1905TS182_4 C1905TS182_5 C1905TS196_1 C1905TS200_1 C1905TS210_1 C1905TS210_2 C1905TS210_3 C1905TS210_4 C1905TS210_5 C1905TS211_1 C1905TS211_2 C1905TS211_3 C1905TS211_4 C1905TS211_5 C1905TS213_1 C1905TS213_2 C1905TS213_3 C1905TS213_4 C1905TS213_5 C1905TS215_1 C1905TS215_2 C1905TS215_3 C1905TS215_4 C1905TS215_5 C1905TS228_1 C1905TS230_1 C1905TS230_2 C1905TS230_3 C1905TS230_4 C1905TS230_5 C1905TS240_1 C1905TS240_2 C1905TS240_3 C1905TS240_4 C1905TS240_5 C1905TS247_1 C1905TS247_2 C1905TS247_3 C1905TS247_4 C1905TS247_5 C1905TS258_1 C1905TS258_2 C1905TS258_3 C1905TS258_4 C1905TS258_5 C1905TS273_1 C1905TS273_2 C1905TS273_3 C1905TS273_4 C1905TS273_5 C1905TS278_1 C1905TS278_2 C1905TS278_3 C1905TS278_4 C1905TS278_5 C1905TS299_1 C1905TS299_2 C1905TS299_3 C1905TS299_4 C1905TS299_5 C1905TS301_1 C1905TS309_1 C1905TS309_2 C1905TS309_3 C1905TS309_4 C1905TS309_5 C1905TS346_1 C1905TS347_1 C1905TS359_1 C1905TS369_1 C1905TS369_2 C1905TS369_3 C1905TS369_4 C1905TS369_5 C1905TS389_1 C1905TS389_2 C1905TS389_3 C1905TS389_4 C1905TS389_5 C1905TS401_1 C1905TS404_1 C1905TS404_2 C1905TS404_3 C1905TS404_4 C1905TS404_5 C1905TS405_1 C1905TS405_2 C1905TS405_3 C1905TS405_4 C1905TS405_5 C1905TS413_1 C1905TS413_2 C1905TS413_3 C1905TS413_4 C1905TS413_5 C1905TS414_1 C1905TS414_3 C1905TS414_4 C1905TS414_5 C1905TS438_1 C1905TS438_2 C1905TS438_3 C1905TS438_4 C1905TS438_5
0.316409 0.304488 0.302375 0.450156 0.326071 0.298822 0.30153 0.305707 0.304491 0.306784 0.355211 0.360438 0.365178 0.354686 0.357825 0.447728 0.441528 0.275635 0.497464 0.341516 0.275635 0.340893 0.321478 0.338072 0.324269 0.324269 0.455258 0.440742 0.439457 0.430012 0.442174 0.421387 0.409478 0.413707 0.381268 0.334214 0.417553 0.417089 0.413903 0.417931 0.410978 0.265511 0.159835 0.161991 0.162983 0.161282 0.328943 0.214787 0.32683 0.206984 0.322625 0.497464 0.31006 0.420651 0.415316 0.469993 0.405834 0.400252 0.390033 0.314618 0.337453 0.330913 0.33743 0.433474 0.436002 0.43766 0.435674 0.441363 0.436271 0.447989 0.42834 0.420858 0.418237 0.439366 0.336124 0.351391 0.349515 0.309146 0.343307 0.374523 0.353195 0.351558 0.356062 0.352291 0.420162 0.404592 0.405659 0.399738 0.405661 0.34133 0.339636 0.35081 0.372177 0.349857 0.384055 0.342491 0.335832 0.29313 0.236761 0.265511 0.159835 0.161991 0.162983 0.161282 0.43919 0.456222 0.44242 0.446852 0.442696 0.450156 0.363888 0.337512 0.363067 0.363556 0.358455 0.112792 0.306831 0.435918 0.652795 1 0.621193 0.570139 0.511453 0.368327 0.310297 0.347154 0.348471 0.381957 0.293717 0.346959 0.346281 0.347438 0.348034 0.345132 0.405873 0.39984 0.398076 0.400259 0.395556 0.437796 0.430005 0.436118 0.410212 0.423274 0.415623 0.456291 0.439078 0.431018 0.440993 0.432547 0.433713 0.439044 0.443471
0.316798 0.300703 0.310528 0.435981 0.314163 0.290686 0.293334 0.30729 0.295987 0.302328 0.350479 0.352105 0.362328 0.353496 0.355214 0.431763 0.43293 0.272739 0.472603 0.338702 0.272739 0.333251 0.3201 0.340655 0.317445 0.317445 0.432376 0.420726 0.415194 0.416024 0.424906 0.395405 0.391354 0.418165 0.377253 0.325336 0.421301 0.410722 0.406801 0.417498 0.414362 0.270626 0.167336 0.169679 0.16979 0.167859 0.325882 0.217729 0.329822 0.214091 0.318978 0.472603 0.306006 0.402448 0.388921 0.452102 0.386274 0.384667 0.395347 0.305269 0.334141 0.325631 0.328607 0.412461 0.411623 0.421504 0.415708 0.415992 0.408973 0.42138 0.418529 0.404532 0.403426 0.426109 0.328394 0.34314 0.358977 0.307113 0.344701 0.381775 0.344167 0.353947 0.352545 0.350278 0.424188 0.403517 0.396754 0.403976 0.394353 0.344082 0.331137 0.3432 0.369306 0.34253 0.393514 0.330049 0.332534 0.294932 0.246056 0.270626 0.167336 0.169679 0.16979 0.167859 0.425491 0.430946 0.420593 0.429544 0.415991 0.435981 0.367917 0.33635 0.361262 0.37062 0.358428 0.12208 0.30356 0.436559 0.648092 0.632904 1 0.56329 0.503426 0.365691 0.305697 0.345914 0.349215 0.375712 0.299641 0.341758 0.342525 0.340663 0.339283 0.337319 0.386288 0.391994 0.385162 0.384674 0.378897 0.414774 0.405744 0.413958 0.392415 0.396194 0.412764 0.451214 0.411892 0.427589 0.432404 0.427545 0.423097 0.424765 0.434927
0.298577 0.277776 0.294378 0.417723 0.319831 0.294052 0.297923 0.290306 0.292007 0.288212 0.343236 0.341383 0.358898 0.33163 0.33934 0.420273 0.412643 0.266059 0.46934 0.328912 0.266059 0.325474 0.310456 0.33045 0.299229 0.299229 0.41919 0.417699 0.408978 0.406932 0.417216 0.386444 0.390474 0.406215 0.373617 0.315746 0.384266 0.380316 0.379059 0.38608 0.3814 0.257209 0.158341 0.158339 0.156224 0.156048 0.314113 0.201818 0.310324 0.197597 0.30446 0.46934 0.286307 0.396351 0.396631 0.442211 0.384205 0.389801 0.379969 0.303906 0.318556 0.316459 0.327537 0.398333 0.400717 0.403302 0.407714 0.403347 0.403409 0.404049 0.394993 0.412218 0.40082 0.413831 0.323183 0.330623 0.343036 0.298527 0.328503 0.360068 0.335121 0.338769 0.342151 0.335171 0.394716 0.37409 0.393031 0.394855 0.385284 0.330892 0.327697 0.325434 0.354296 0.329025 0.376461 0.327403 0.317697 0.280363 0.234491 0.257209 0.158341 0.158339 0.156224 0.156048 0.423414 0.426678 0.425858 0.41622 0.42025 0.417723 0.352315 0.312608 0.337955 0.352501 0.345902 0.11598 0.296354 0.405569 0.55742 0.554636 0.543823 1 0.476749 0.359857 0.289313 0.324608 0.326164 0.370011 0.280893 0.32905 0.331705 0.32928 0.332462 0.33287 0.384189 0.391774 0.371533 0.389801 0.377121 0.407527 0.389452 0.404198 0.387405 0.386629 0.394215 0.430641 0.397872 0.412153 0.417043 0.410409 0.412211 0.411386 0.416577
0.331064 0.318805 0.302588 0.419674 0.320281 0.305092 0.311622 0.31912 0.315622 0.313006 0.364905 0.349483 0.372991 0.363659 0.373225 0.445898 0.431929 0.261545 0.466917 0.348745 0.261545 0.345037 0.30812 0.342262 0.31496 0.31496 0.476909 0.465611 0.468299 0.463246 0.462672 0.4037 0.411403 0.409345 0.385323 0.344793 0.429425 0.424258 0.422502 0.42935 0.415658 0.259254 0.156805 0.158077 0.149865 0.151109 0.330345 0.206187 0.33103 0.210573 0.3182 0.466917 0.296225 0.394598 0.404333 0.447167 0.389916 0.384178 0.400845 0.311493 0.351874 0.345076 0.346171 0.417237 0.420368 0.418654 0.424156 0.426868 0.406917 0.40938 0.389924 0.400603 0.393216 0.414168 0.329606 0.36709 0.353414 0.324814 0.346218 0.368824 0.348528 0.353655 0.360458 0.356426 0.420213 0.408768 0.403927 0.395644 0.40197 0.351346 0.366592 0.359066 0.384679 0.345504 0.394614 0.352333 0.349387 0.298389 0.237162 0.259254 0.156805 0.158077 0.149865 0.151109 0.43406 0.441977 0.419858 0.432144 0.420658 0.419674 0.359359 0.327318 0.351546 0.35439 0.344008 0.119288 0.306631 0.411048 0.525712 0.536883 0.524126 0.514946 1 0.373866 0.314213 0.350946 0.352884 0.384979 0.306946 0.357705 0.355091 0.35385 0.355581 0.352978 0.389894 0.389973 0.368569 0.384178 0.385081 0.432951 0.408695 0.419683 0.411592 0.398032 0.410917 0.442007 0.432519 0.427066 0.430954 0.42336 0.419859 0.42233 0.426712
0.376101 0.38083 0.379774 0.441665 0.389578 0.32984 0.33818 0.358818 0.35456 0.348881 0.388987 0.408827 0.411201 0.40236 0.386739 0.482746 0.456227 0.336758 0.460383 0.414214 0.336758 0.40528 0.387324 0.417894 0.396025 0.396025 0.452283 0.443428 0.457205 0.454241 0.44717 0.444427 0.443399 0.446714 0.429172 0.40118 0.459544 0.458084 0.45897 0.465294 0.460061 0.360725 0.245502 0.248364 0.236364 0.239122 0.438319 0.281632 0.437886 0.270941 0.414102 0.460383 0.369502 0.422868 0.433634 0.463639 0.437726 0.439406 0.436694 0.390658 0.398677 0.396266 0.4047 0.452929 0.461733 0.455882 0.462575 0.463859 0.430149 0.442494 0.423148 0.441825 0.422604 0.429342 0.394805 0.404429 0.409243 0.395689 0.41429 0.394975 0.396305 0.393992 0.403095 0.407739 0.434509 0.425952 0.439258 0.434595 0.44442 0.412336 0.397774 0.415089 0.420619 0.41488 0.434837 0.404724 0.398067 0.364693 0.310641 0.360725 0.245502 0.248364 0.236364 0.239122 0.462924 0.458617 0.462134 0.467063 0.46061 0.441665 0.431004 0.374878 0.433687 0.427208 0.436241 0.150522 0.37043 0.444932 0.483982 0.476038 0.468326 0.485297 0.463704 1 0.432328 0.472703 0.40908 0.424742 0.342502 0.441546 0.446506 0.448007 0.441789 0.443734 0.437775 0.455616 0.447487 0.439406 0.427974 0.458225 0.439833 0.443443 0.441728 0.438879 0.466674 0.4787 0.469509 0.476234 0.446024 0.449633 0.451694 0.449559 0.450747
0.39096 0.367974 0.365343 0.409259 0.348931 0.320677 0.321696 0.32987 0.325779 0.327641 0.380276 0.383807 0.387851 0.39507 0.389225 0.43702 0.420574 0.339864 0.407905 0.371463 0.339864 0.398488 0.395803 0.39776 0.390224 0.390224 0.407356 0.399908 0.404815 0.392698 0.400088 0.402588 0.399013 0.403965 0.39329 0.377141 0.410645 0.41882 0.422266 0.41177 0.415075 0.369832 0.294202 0.294453 0.299346 0.298026 0.396172 0.318583 0.398023 0.302341 0.385252 0.407905 0.367235 0.401219 0.395198 0.410255 0.404156 0.407347 0.397356 0.341656 0.371824 0.367172 0.374274 0.410398 0.411492 0.407185 0.414269 0.410746 0.392947 0.385638 0.384324 0.395754 0.387945 0.398952 0.379144 0.383995 0.387686 0.375837 0.38177 0.380845 0.376443 0.374915 0.378134 0.381862 0.411758 0.386429 0.392986 0.395214 0.394848 0.361509 0.370942 0.376367 0.377529 0.365004 0.396116 0.369835 0.371787 0.339207 0.324773 0.369832 0.294202 0.294453 0.299346 0.298026 0.403608 0.413913 0.414434 0.413332 0.412329 0.409259 0.394314 0.362458 0.400625 0.40522 0.404333 0.148654 0.330648 0.399508 0.413183 0.421789 0.415245 0.413925 0.41493 0.451941 1 0.462249 0.39296 0.390008 0.286714 0.409534 0.411494 0.407942 0.410747 0.407638 0.404273 0.425917 0.418138 0.407347 0.402955 0.396203 0.39738 0.406177 0.403018 0.404203 0.420599 0.414053 0.410178 0.416578 0.413631 0.4104 0.418424 0.412034 0.417174
0.400618 0.383439 0.367246 0.435245 0.358352 0.331281 0.329658 0.333714 0.329581 0.327141 0.393621 0.404192 0.391346 0.404965 0.401834 0.446753 0.434324 0.340194 0.425517 0.402306 0.340194 0.404391 0.393884 0.41946 0.379928 0.379928 0.426876 0.429863 0.432609 0.431743 0.424739 0.424688 0.423218 0.410995 0.416442 0.385939 0.435831 0.44695 0.438888 0.44141 0.439676 0.365041 0.278412 0.281682 0.283968 0.282143 0.39873 0.310549 0.401185 0.307631 0.379069 0.425517 0.372338 0.419169 0.403574 0.431053 0.412859 0.418066 0.412526 0.363015 0.383161 0.379603 0.388423 0.434755 0.442594 0.443896 0.44532 0.449612 0.416308 0.425894 0.40681 0.426094 0.413793 0.433335 0.386584 0.390162 0.401772 0.38774 0.392934 0.388996 0.376365 0.389284 0.39848 0.398501 0.402797 0.394757 0.407246 0.398794 0.413389 0.387392 0.385178 0.382891 0.392486 0.383904 0.408451 0.38565 0.385533 0.34241 0.326136 0.365041 0.278412 0.281682 0.283968 0.282143 0.440808 0.435232 0.434739 0.42675 0.425028 0.435245 0.416106 0.356946 0.43118 0.416869 0.423827 0.150248 0.339555 0.41797 0.441403 0.448506 0.440481 0.442525 0.435362 0.473516 0.433657 1 0.391827 0.411756 0.314253 0.415707 0.423785 0.42367 0.417892 0.417626 0.412954 0.438613 0.43404 0.418066 0.407019 0.431799 0.421768 0.446877 0.42498 0.430023 0.433902 0.44516 0.437578 0.447617 0.425713 0.42477 0.4247 0.43059 0.429214
0.298289 0.283619 0.292217 0.344615 0.292245 0.26369 0.265983 0.276718 0.267764 0.269365 0.322075 0.328151 0.330405 0.301398 0.327941 0.365705 0.351901 0.252042 0.336567 0.300821 0.252042 0.311921 0.293699 0.326394 0.298867 0.298867 0.353711 0.344499 0.351961 0.342547 0.347667 0.338772 0.34887 0.334088 0.356078 0.30882 0.337327 0.340231 0.336169 0.340634 0.33744 0.275638 0.188236 0.188768 0.181805 0.181473 0.32264 0.219816 0.321769 0.221288 0.306579 0.336567 0.289663 0.340391 0.321127 0.371241 0.32165 0.341317 0.328825 0.293984 0.306289 0.306465 0.301048 0.353031 0.353045 0.350105 0.349246 0.356049 0.328805 0.33824 0.32452 0.337921 0.334622 0.336865 0.313634 0.304686 0.313596 0.285671 0.307744 0.32275 0.317427 0.307998 0.314782 0.307393 0.323446 0.315249 0.330087 0.325068 0.326544 0.313902 0.307876 0.313333 0.33387 0.318252 0.326047 0.303231 0.30944 0.272239 0.24339 0.275638 0.188236 0.188768 0.181805 0.181473 0.34625 0.337262 0.340597 0.33647 0.333669 0.344615 0.332324 0.288945 0.32547 0.317408 0.32783 0.105534 0.271744 0.338942 0.355326 0.354521 0.356584 0.352792 0.353072 0.33216 0.300888 0.312664 1 0.356781 0.2442 0.32586 0.323941 0.327678 0.32085 0.325484 0.321661 0.341643 0.322999 0.34131 0.313892 0.343843 0.321513 0.346251 0.34732 0.334597 0.356373 0.351039 0.351062 0.33244 0.341465 0.340036 0.344238 0.339503 0.343276
0.26725 0.281197 0.281375 0.362506 0.318909 0.260968 0.266838 0.282246 0.273395 0.28047 0.314793 0.315857 0.330044 0.332556 0.324977 0.374871 0.361307 0.255756 0.348733 0.299452 0.255756 0.317525 0.305853 0.321134 0.288969 0.288969 0.363788 0.361961 0.36501 0.356123 0.36163 0.351679 0.371693 0.349341 0.865655 0.310955 0.34608 0.339432 0.344437 0.359238 0.355981 0.261708 0.175816 0.176666 0.168005 0.166791 0.313914 0.201853 0.310913 0.220685 0.301283 0.348733 0.278278 0.35441 0.361771 0.377118 0.347474 0.348055 0.341701 0.288679 0.308893 0.317047 0.302871 0.363994 0.361457 0.371664 0.366275 0.36938 0.342581 0.354882 0.351875 0.353088 0.353992 0.352273 0.301899 0.314129 0.31272 0.288339 0.295854 0.314812 0.29892 0.305419 0.31855 0.305332 0.34703 0.328909 0.345977 0.342876 0.350804 0.30867 0.324619 0.314784 0.328449 0.313832 0.340387 0.304647 0.310416 0.266891 0.247121 0.261708 0.175816 0.176666 0.168005 0.166791 0.358308 0.343631 0.352938 0.338769 0.342711 0.362506 0.329601 0.296571 0.338168 0.3166 0.325692 0.103259 0.262472 0.336803 0.385702 0.383369 0.379965 0.384118 0.371067 0.327155 0.291445 0.322046 0.348303 1 0.257189 0.312863 0.316751 0.317293 0.311271 0.311586 0.347588 0.345454 0.336019 0.348055 0.346735 0.364607 0.356575 0.369777 0.36527 0.354643 0.351008 0.363393 0.349645 0.343132 0.354683 0.352855 0.363094 0.352549 0.358028
0.2879 0.269518 0.283442 0.407454 0.286835 0.266103 0.265989 0.263817 0.25983 0.256709 0.315997 0.322849 0.328534 0.311325 0.310493 0.404364 0.388132 0.241269 0.401407 0.321979 0.241269 0.328939 0.328977 0.342952 0.321621 0.321621 0.412131 0.40012 0.420273 0.412421 0.411618 0.403986 0.382348 0.335618 0.33917 0.301985 0.518946 0.523703 0.536819 0.517416 0.523268 0.267461 0.13642 0.13642 0.119454 0.119454 0.326564 0.1831 0.324703 0.191355 0.312082 0.401407 0.264642 0.386742 0.410723 0.411823 0.378905 0.381852 0.383563 0.291271 0.307133 0.303968 0.315601 0.386634 0.39441 0.391698 0.390397 0.393339 0.411948 0.394676 0.407488 0.407453 0.413254 0.403139 0.3066 0.322116 0.318247 0.302344 0.329598 0.330819 0.315733 0.33295 0.316528 0.315393 0.363552 0.345396 0.348455 0.324512 0.339571 0.305298 0.351529 0.325166 0.335588 0.323499 0.383388 0.306062 0.306667 0.271207 0.210225 0.267461 0.13642 0.13642 0.119454 0.119454 0.389572 0.389575 0.387087 0.381434 0.380088 0.407454 0.318651 0.298825 0.324563 0.338019 0.342954 0.126835 0.286987 0.36726 0.410012 0.412347 0.400816 0.397446 0.398768 0.356416 0.283616 0.335509 0.313674 0.335977 1 0.330955 0.325133 0.327896 0.323407 0.332741 0.378843 0.379766 0.372065 0.381852 0.377714 0.391674 0.388952 0.412446 0.389371 0.407797 0.398939 0.40405 0.382419 0.384653 0.381068 0.372218 0.373146 0.373098 0.377929
0.312322 0.30206 0.302223 0.367656 0.317131 0.283787 0.283434 0.279344 0.280967 0.278325 0.323373 0.336439 0.328127 0.336537 0.330801 0.375099 0.36442 0.27584 0.368339 0.338517 0.27584 0.338051 0.321488 0.334601 0.303051 0.303051 0.366279 0.35547 0.35168 0.358945 0.360592 0.350735 0.335873 0.366207 0.334725 0.338426 0.36439 0.37027 0.363494 0.363755 0.36903 0.297902 0.195248 0.196079 0.198243 0.195541 0.341342 0.230572 0.341849 0.236373 0.330484 0.368339 0.307463 0.35192 0.341828 0.364638 0.360373 0.349684 0.345209 0.33221 0.338922 0.338096 0.33241 0.372759 0.373591 0.365843 0.370322 0.374151 0.345346 0.362919 0.342667 0.353837 0.347581 0.357104 0.351 0.326828 0.352143 0.323094 0.352297 0.33874 0.327726 0.333227 0.320404 0.340799 0.349415 0.356644 0.358015 0.352677 0.34926 0.346274 0.357261 0.354678 0.350905 0.333157 0.342351 0.334216 0.339614 0.300931 0.250359 0.297902 0.195248 0.196079 0.198243 0.195541 0.363587 0.36266 0.361165 0.359949 0.356508 0.367656 0.345388 0.295934 0.3419 0.340816 0.336413 0.108103 0.310246 0.348014 0.374328 0.37855 0.372633 0.372793 0.377308 0.369121 0.331631 0.351022 0.340364 0.333933 0.274384 1 0.852619 0.850929 0.897057 0.903227 0.360258 0.365375 0.351875 0.349691 0.348263 0.374528 0.351246 0.360094 0.340869 0.35722 0.383693 0.389609 0.375188 0.365357 0.370498 0.373133 0.371827 0.365515 0.373384
0.321137 0.310631 0.310476 0.379292 0.321453 0.287427 0.287905 0.294059 0.289873 0.288358 0.337353 0.352351 0.341025 0.344756 0.34547 0.39549 0.376481 0.287042 0.374524 0.343451 0.287042 0.343371 0.32718 0.345504 0.312076 0.312076 0.37981 0.369744 0.364688 0.369443 0.374918 0.365259 0.352306 0.373832 0.350118 0.348234 0.373642 0.379754 0.373951 0.373471 0.378419 0.30015 0.199922 0.200773 0.202887 0.200121 0.356863 0.235524 0.356268 0.244328 0.343826 0.374524 0.321097 0.365633 0.352697 0.378777 0.363646 0.365696 0.358868 0.342809 0.351156 0.345081 0.342951 0.386148 0.389135 0.384113 0.387342 0.392325 0.354781 0.377545 0.351995 0.366608 0.359586 0.371453 0.367419 0.335132 0.358319 0.335376 0.358454 0.346004 0.343373 0.342546 0.332974 0.350975 0.356303 0.361862 0.364422 0.357408 0.360882 0.359895 0.362426 0.366342 0.365219 0.347184 0.357537 0.341757 0.350491 0.308821 0.256807 0.30015 0.199922 0.200773 0.202887 0.200121 0.375768 0.376963 0.377568 0.377082 0.373177 0.379292 0.35919 0.308222 0.35293 0.348911 0.353364 0.107479 0.316519 0.363362 0.387594 0.391998 0.386278 0.389154 0.388553 0.38686 0.339364 0.376176 0.352426 0.349694 0.281373 0.879495 1 0.88135 0.886493 0.888396 0.363539 0.378064 0.362499 0.365703 0.35276 0.390733 0.366107 0.37425 0.359134 0.372659 0.391835 0.403868 0.387913 0.380277 0.379445 0.383718 0.384726 0.378281 0.383795
0.323873 0.314965 0.321043 0.38407 0.32343 0.292292 0.289649 0.290728 0.289077 0.290666 0.337418 0.353743 0.347086 0.345199 0.347203 0.39624 0.384787 0.286632 0.38287 0.346492 0.286632 0.34848 0.336752 0.347971 0.317369 0.317369 0.382989 0.372567 0.369371 0.372776 0.377277 0.370694 0.356523 0.373263 0.355334 0.349853 0.381747 0.386451 0.381616 0.383005 0.386586 0.305466 0.203297 0.20415 0.207123 0.204353 0.3611 0.241777 0.359101 0.248514 0.34988 0.38287 0.319479 0.371432 0.359405 0.381363 0.370018 0.373187 0.360059 0.348517 0.349467 0.346361 0.344896 0.389443 0.392319 0.38807 0.390158 0.396804 0.362085 0.381753 0.365164 0.369466 0.363995 0.374533 0.370008 0.336173 0.365652 0.333949 0.364925 0.347066 0.342852 0.344475 0.333157 0.349115 0.360017 0.367785 0.366399 0.362921 0.363211 0.363041 0.362965 0.372004 0.374486 0.357072 0.359468 0.343692 0.35098 0.316597 0.261145 0.305466 0.203297 0.20415 0.207123 0.204353 0.381807 0.381907 0.378616 0.383062 0.374802 0.38407 0.362711 0.310014 0.350189 0.351493 0.356595 0.108788 0.314423 0.366809 0.394117 0.397812 0.3915 0.39213 0.393573 0.395067 0.340246 0.37543 0.358397 0.354006 0.28951 0.883832 0.888203 1 0.89387 0.895014 0.369884 0.387181 0.368357 0.373194 0.356774 0.397733 0.37289 0.386053 0.364664 0.375957 0.398155 0.406482 0.399194 0.386754 0.381034 0.385123 0.387978 0.379684 0.387477
0.323245 0.311784 0.316142 0.379398 0.318476 0.289634 0.289456 0.28471 0.285683 0.284699 0.33577 0.350597 0.335566 0.34558 0.344438 0.391594 0.376799 0.286598 0.374007 0.348829 0.286598 0.350505 0.335029 0.34745 0.317626 0.317626 0.38254 0.370871 0.367738 0.375512 0.377689 0.364666 0.352482 0.37011 0.345335 0.348996 0.376387 0.38097 0.371208 0.373686 0.379297 0.302853 0.20311 0.203973 0.205969 0.203191 0.356724 0.238059 0.355908 0.24294 0.343813 0.374007 0.315796 0.360217 0.356604 0.378777 0.370886 0.363481 0.359374 0.339314 0.349276 0.347182 0.343923 0.381571 0.3837 0.378465 0.380728 0.386373 0.358747 0.373078 0.35386 0.369257 0.355641 0.368508 0.366927 0.336419 0.361444 0.332398 0.364104 0.346367 0.340412 0.342163 0.333693 0.348654 0.357444 0.362139 0.367353 0.356563 0.358708 0.358208 0.364028 0.366524 0.366562 0.343796 0.356523 0.343759 0.350663 0.307309 0.259017 0.302853 0.20311 0.203973 0.205969 0.203191 0.374029 0.374288 0.37081 0.375435 0.368324 0.379398 0.353113 0.304777 0.349348 0.350123 0.347077 0.11031 0.32161 0.359755 0.392326 0.393575 0.385802 0.391445 0.391231 0.383841 0.341152 0.366385 0.349021 0.34376 0.279243 0.92628 0.887759 0.88884 1 0.932 0.370776 0.382351 0.363195 0.363488 0.355731 0.38493 0.362929 0.376524 0.356583 0.370644 0.393191 0.399482 0.391728 0.382831 0.38445 0.382556 0.386058 0.373863 0.384352
0.324876 0.309843 0.31601 0.383335 0.323955 0.293766 0.29324 0.284011 0.283913 0.283881 0.335311 0.34543 0.341736 0.345843 0.34258 0.389289 0.376546 0.288062 0.375393 0.353029 0.288062 0.347477 0.335798 0.346027 0.319598 0.319598 0.381951 0.36957 0.368048 0.374777 0.375489 0.359445 0.348882 0.372022 0.342801 0.349865 0.373414 0.385368 0.373622 0.374213 0.383809 0.30768 0.202555 0.203429 0.205129 0.202328 0.360342 0.24076 0.360182 0.244353 0.345788 0.375393 0.314729 0.368391 0.353479 0.375307 0.368144 0.36026 0.357294 0.347151 0.352108 0.348878 0.344739 0.386292 0.386725 0.380646 0.384045 0.390056 0.361082 0.374409 0.35182 0.366316 0.361617 0.372389 0.36824 0.332393 0.359095 0.334616 0.363747 0.34708 0.337666 0.343917 0.327378 0.349697 0.358628 0.365934 0.368218 0.356678 0.363406 0.359597 0.365131 0.369147 0.371786 0.345624 0.354861 0.347926 0.353689 0.308417 0.259939 0.30768 0.202555 0.203429 0.205129 0.202328 0.373562 0.374881 0.371955 0.373418 0.370046 0.383335 0.356994 0.30624 0.34437 0.353764 0.349738 0.109705 0.32001 0.362614 0.383278 0.391724 0.382908 0.38954 0.387538 0.382535 0.339343 0.365904 0.355038 0.342948 0.285369 0.936275 0.892969 0.893018 0.935564 1 0.368037 0.377632 0.362194 0.360267 0.357076 0.388835 0.36383 0.369711 0.352729 0.366476 0.388665 0.400208 0.391019 0.378602 0.382144 0.384494 0.38627 0.375274 0.384217
0.249863 0.227103 0.258569 0.317196 0.278711 0.228489 0.232495 0.228076 0.2352 0.22462 0.273029 0.271688 0.276578 0.28025 0.270208 0.332415 0.328884 0.212925 0.327861 0.251545 0.212925 0.254771 0.256997 0.272329 0.25052 0.25052 0.333826 0.325957 0.332324 0.332776 0.326284 0.338778 0.332897 0.318069 0.27957 0.287012 0.310074 0.316177 0.312688 0.31506 0.313176 0.205997 0.133514 0.133334 0.123316 0.12457 0.277166 0.173408 0.276697 0.16608 0.26186 0.327861 0.241911 0.33829 0.323221 0.335926 0.99945 0.361638 0.305519 0.243516 0.297071 0.287321 0.28428 0.329522 0.331161 0.331177 0.331945 0.331468 0.325285 0.336884 0.302861 0.312789 0.317645 0.312562 0.275782 0.279135 0.279942 0.259754 0.261024 0.2893 0.262702 0.279004 0.264158 0.281516 0.316925 0.310096 0.306801 0.308726 0.303352 0.26911 0.271094 0.275608 0.275596 0.269212 0.302829 0.290046 0.293685 0.230295 0.200231 0.205997 0.133514 0.133334 0.123316 0.12457 0.317453 0.30907 0.316117 0.314752 0.307252 0.317196 0.29809 0.281999 0.297546 0.302555 0.293663 0.0810985 0.250697 0.317404 0.335228 0.335493 0.326934 0.341398 0.317441 0.287058 0.254358 0.26223 0.256781 0.281392 0.239618 0.275529 0.270069 0.268638 0.271425 0.275794 1 0.402467 0.389766 0.361638 0.820359 0.330495 0.317408 0.341039 0.330348 0.344889 0.330934 0.33508 0.337023 0.316461 0.324409 0.321784 0.320434 0.321945 0.319545
