C1906d1TS003_1 C1906d1TS010_1 C1906d1TS010_2 C1906d1TS010_3 C1906d1TS010_4 C1906d1TS010_5 C1906d1TS026_1 C1906d1TS026_2 C1906d1TS026_3 C1906d1TS026_4 C1906d1TS044_1 C1906d1TS049_1 C1906d1TS049_2 C1906d1TS049_3 C1906d1TS049_4 C1906d1TS049_5 C1906d1TS067_1 C1906d1TS067_2 C1906d1TS067_3 C1906d1TS067_4 C1906d1TS067_5 C1906d1TS073_1 C1906d1TS073_2 C1906d1TS073_3 C1906d1TS073_4 C1906d1TS073_5 C1906d1TS103_1 C1906d1TS121_1 C1906d1TS121_2 C1906d1TS123_1 C1906d1TS123_2 C1906d1TS123_3 C1906d1TS123_4 C1906d1TS123_5 C1906d1TS131_1 C1906d1TS131_2 C1906d1TS131_3 C1906d1TS131_4 C1906d1TS131_5 C1906d1TS210_1 C1906d1TS210_2 C1906d1TS210_3 C1906d1TS210_4 C1906d1TS210_5 C1906d1TS215_1 C1906d1TS215_2 C1906d1TS215_3 C1906d1TS215_4 C1906d1TS215_5 C1906d1TS228_1 C1906d1TS228_2 C1906d1TS228_3 C1906d1TS228_4 C1906d1TS228_5 C1906d1TS240_1 C1906d1TS240_2 C1906d1TS240_3 C1906d1TS240_4 C1906d1TS240_5 C1906d1TS247_1 C1906d1TS247_2 C1906d1TS247_3 C1906d1TS247_4 C1906d1TS247_5 C1906d1TS258_1 C1906d1TS258_2 C1906d1TS258_3 C1906d1TS258_4 C1906d1TS258_5 C1906d1TS270_1 C1906d1TS273_1 C1906d1TS273_2 C1906d1TS273_3 C1906d1TS273_4 C1906d1TS273_5 C1906d1TS301_1 C1906d1TS345_1 C1906d1TS345_2 C1906d1TS345_3 C1906d1TS345_4 C1906d1TS345_5 C1906d1TS347_1 C1906d1TS347_2 C1906d1TS347_3 C1906d1TS405_1 C1906d1TS405_2 C1906d1TS405_3 C1906d1TS405_4 C1906d1TS405_5 C1906d1TS438_1 C1906d1TS438_2 C1906d1TS438_3 C1906d1TS438_4 C1906d1TS438_5
0.218841 0.498247 0.475113 0.434466 0.442874 0.494231 0.499671 0.513046 0.472647 0.670225 0.594981 0.132445 0.0993975 0.0891724 0.0769606 0.0837601 0.325008 0.28441 0.204917 0.325008 0.28441 0.56409 0.520081 0.566589 0.572582 0.525038 0.373821 0.389003 0.342695 0.500542 0.476255 0.388379 0.360697 0.415976 0.620168 0.625048 0.625746 0.629881 0.616201 0.545775 0.549192 0.535888 0.541106 0.540678 0.53313 0.427711 0.460347 0.39598 0.493352 0.903478 0.864726 0.827671 1 0.657221 0.436956 0.440771 0.451247 0.458047 0.438628 0.609823 0.635517 0.614002 0.628612 0.620762 0.649924 0.622649 0.62976 0.649409 0.644407 0.506413 0.437604 0.426823 0.420284 0.425149 0.434459 0.594981 0.450846 0.451185 0.424366 0.48449 0.443834 0.419194 0.431477 0.424353 0.545775 0.549192 0.535888 0.541106 0.540678 0.429783 0.636359 0.618072 0.609623 0.622244
0.221237 0.509619 0.490208 0.473923 0.473983 0.509199 0.486896 0.529179 0.478011 0.657934 0.651244 0.120966 0.0998189 0.0875577 0.0766648 0.0827884 0.331577 0.29462 0.2121 0.331577 0.29462 0.566381 0.552753 0.578063 0.603984 0.561547 0.399585 0.438897 0.38214 0.529574 0.493681 0.398402 0.384045 0.481905 0.687506 0.687239 0.695417 0.692961 0.663504 0.647476 0.668162 0.637022 0.648129 0.663006 0.537204 0.434789 0.485103 0.395283 0.490419 0.665938 0.679978 0.679044 0.661316 1 0.511617 0.519757 0.516159 0.523773 0.520129 0.756252 0.749401 0.728641 0.756768 0.777589 0.670181 0.651368 0.664356 0.680712 0.665707 0.541141 0.457835 0.462974 0.477328 0.473694 0.460736 0.651244 0.471911 0.470552 0.443545 0.50735 0.440203 0.50115 0.529798 0.472917 0.647476 0.668162 0.637022 0.648129 0.663006 0.486019 0.704451 0.716786 0.700924 0.713207
0.244962 0.496575 0.504386 0.466717 0.508883 0.504614 0.454342 0.474124 0.422732 0.52419 0.545754 0.165776 0.148954 0.136516 0.125166 0.118644 0.39447 0.37043 0.240163 0.39447 0.37043 0.495507 0.499311 0.501493 0.500526 0.51128 0.41246 0.440952 0.37076 0.48397 0.466809 0.436882 0.39972 0.51513 0.537992 0.540394 0.527582 0.549821 0.54249 0.56716 0.584767 0.568587 0.577013 0.585314 0.454821 0.414456 0.432938 0.408618 0.466816 0.517607 0.521595 0.52699 0.510727 0.566334 1 0.763027 0.67613 0.750965 0.742095 0.54252 0.532695 0.546877 0.535122 0.558842 0.50603 0.515253 0.523426 0.51684 0.520856 0.547942 0.45808 0.464229 0.470273 0.456239 0.456063 0.545754 0.486112 0.456605 0.447576 0.463513 0.4385 0.514676 0.515799 0.475497 0.56716 0.584767 0.568587 0.577013 0.585314 0.455742 0.557363 0.564902 0.560866 0.566394
0.252341 0.503777 0.515001 0.485374 0.523958 0.517511 0.455166 0.485435 0.429553 0.531399 0.548008 0.166913 0.153488 0.13647 0.129682 0.1249 0.387993 0.366734 0.260121 0.387993 0.366734 0.513547 0.517642 0.52843 0.525416 0.521571 0.434766 0.454675 0.381215 0.480854 0.472616 0.442733 0.411256 0.506398 0.551676 0.554238 0.53797 0.562464 0.555945 0.574533 0.592408 0.575548 0.570521 0.598515 0.458564 0.417596 0.422035 0.407255 0.469409 0.526408 0.529043 0.529341 0.521156 0.575004 0.765139 1 0.712544 0.718254 0.701665 0.551479 0.54188 0.543081 0.538888 0.556874 0.520084 0.526366 0.531433 0.531575 0.531753 0.570262 0.486353 0.49096 0.497297 0.488183 0.493501 0.548008 0.494527 0.455084 0.45353 0.465385 0.434902 0.517524 0.527095 0.484395 0.574533 0.592408 0.575548 0.570521 0.598515 0.465903 0.559146 0.56046 0.564582 0.561393
0.243305 0.50849 0.516411 0.497781 0.486901 0.522123 0.432821 0.47774 0.423212 0.506638 0.536917 0.151464 0.138705 0.126239 0.106624 0.107312 0.387644 0.345762 0.242507 0.387644 0.345762 0.484336 0.493946 0.511238 0.508026 0.503246 0.439853 0.468003 0.380379 0.483908 0.48228 0.430665 0.415501 0.504291 0.522487 0.525139 0.515941 0.52752 0.520043 0.553174 0.570593 0.549851 0.551166 0.576008 0.444732 0.42939 0.427155 0.392368 0.460758 0.520263 0.525253 0.535553 0.517752 0.567192 0.673262 0.707181 1 0.695564 0.664756 0.535048 0.532375 0.526408 0.536576 0.549764 0.519032 0.518578 0.522804 0.524901 0.514487 0.550687 0.496134 0.502728 0.516758 0.490253 0.497746 0.536917 0.501819 0.460092 0.452789 0.48034 0.427603 0.508792 0.515898 0.464143 0.553174 0.570593 0.549851 0.551166 0.576008 0.468739 0.537956 0.538837 0.548444 0.538671
0.261323 0.50572 0.516409 0.489814 0.502016 0.50828 0.451066 0.467343 0.417173 0.514493 0.547684 0.180261 0.1379 0.138121 0.125405 0.114227 0.384218 0.371053 0.252646 0.384218 0.371053 0.499233 0.515885 0.515156 0.520511 0.530028 0.429328 0.447884 0.387095 0.491314 0.470842 0.430035 0.394539 0.494738 0.545359 0.548372 0.536616 0.546787 0.545624 0.564605 0.575858 0.554854 0.55175 0.584416 0.467143 0.410511 0.43441 0.39979 0.455444 0.530328 0.535015 0.535606 0.523998 0.575038 0.741698 0.711178 0.698265 1 0.669686 0.543397 0.540476 0.531091 0.53263 0.551381 0.519774 0.519516 0.533398 0.540376 0.52315 0.547192 0.467659 0.481424 0.498644 0.48236 0.480697 0.547684 0.508424 0.455898 0.462583 0.462447 0.445478 0.50569 0.512256 0.475987 0.564605 0.575858 0.554854 0.55175 0.584416 0.45756 0.543621 0.538237 0.548725 0.550984
0.254638 0.493754 0.504627 0.465164 0.493907 0.50256 0.459668 0.462745 0.423781 0.521452 0.551943 0.150819 0.130618 0.118509 0.107609 0.105839 0.366305 0.352093 0.252286 0.366305 0.352093 0.484913 0.488154 0.504668 0.497784 0.491142 0.402124 0.457669 0.382386 0.484473 0.472664 0.406269 0.40503 0.505458 0.544119 0.550515 0.539861 0.556276 0.552271 0.561011 0.566596 0.562768 0.556296 0.579038 0.469869 0.427254 0.456373 0.387933 0.467553 0.517183 0.523691 0.53075 0.509077 0.568834 0.728409 0.697503 0.663012 0.667368 1 0.552096 0.528379 0.534548 0.534212 0.539542 0.513305 0.533438 0.509236 0.532602 0.507794 0.534286 0.462949 0.476504 0.471341 0.447123 0.460314 0.551943 0.493811 0.468946 0.45565 0.483034 0.433503 0.510998 0.51252 0.463346 0.561011 0.566596 0.562768 0.556296 0.579038 0.467236 0.548174 0.546694 0.559557 0.562732
0.225008 0.523132 0.512283 0.447121 0.474911 0.524589 0.487997 0.506432 0.457533 0.651895 0.61831 0.12545 0.097799 0.0949776 0.0832965 0.0789761 0.319088 0.2997 0.232991 0.319088 0.2997 0.578305 0.557882 0.593471 0.593564 0.567506 0.396139 0.428983 0.40542 0.520379 0.493755 0.385468 0.384512 0.462811 0.687493 0.684631 0.699416 0.699551 0.686843 0.6142 0.623106 0.623378 0.626866 0.609251 0.546579 0.443303 0.49445 0.405761 0.500024 0.648669 0.662229 0.655221 0.641293 0.764215 0.502408 0.501584 0.4955 0.499608 0.517831 1 0.851198 0.787313 0.842812 0.836578 0.641103 0.647198 0.648555 0.670675 0.651339 0.5409 0.450829 0.455379 0.451966 0.450211 0.442857 0.61831 0.471548 0.472336 0.45813 0.523153 0.444119 0.495312 0.515614 0.451309 0.6142 0.623106 0.623378 0.626866 0.609251 0.492347 0.677759 0.683688 0.69878 0.692069
0.225832 0.52158 0.506758 0.44879 0.47105 0.531086 0.479605 0.496491 0.442658 0.640604 0.607796 0.130415 0.0934599 0.0890254 0.0808501 0.0809286 0.309948 0.298744 0.203355 0.309948 0.298744 0.570315 0.534652 0.569325 0.583562 0.555888 0.387476 0.417418 0.379452 0.503459 0.486996 0.38802 0.386117 0.446031 0.679753 0.675494 0.695283 0.686301 0.684386 0.572227 0.582114 0.587358 0.594022 0.572272 0.516227 0.435423 0.492328 0.41168 0.500096 0.655269 0.668267 0.654666 0.647404 0.742556 0.483567 0.485956 0.481246 0.484549 0.481763 0.833183 1 0.790058 0.862763 0.848156 0.629601 0.627494 0.66825 0.64785 0.643292 0.530195 0.453699 0.456734 0.455893 0.464666 0.457212 0.607796 0.466979 0.456326 0.435622 0.514063 0.445859 0.493485 0.505312 0.453619 0.572227 0.582114 0.587358 0.594022 0.572272 0.491854 0.669136 0.672774 0.69205 0.690642
0.213506 0.537714 0.518601 0.447254 0.470323 0.512596 0.45645 0.503498 0.445881 0.611706 0.603701 0.12683 0.0904133 0.0788603 0.0762421 0.0775264 0.323076 0.303622 0.2014 0.323076 0.303622 0.541274 0.525946 0.566444 0.562366 0.535879 0.384315 0.430223 0.389888 0.506587 0.474998 0.374075 0.363682 0.448405 0.661672 0.654956 0.6569 0.670589 0.655418 0.573635 0.581124 0.566874 0.577995 0.580229 0.525095 0.4495 0.479371 0.413407 0.480956 0.624666 0.634006 0.62212 0.618444 0.724946 0.495423 0.493105 0.483095 0.485595 0.494496 0.767989 0.787562 1 0.786172 0.773544 0.610397 0.610096 0.605277 0.620812 0.603326 0.515096 0.444213 0.451874 0.455052 0.449741 0.435821 0.603701 0.470488 0.447473 0.429257 0.505328 0.438781 0.486833 0.511023 0.434163 0.573635 0.581124 0.566874 0.577995 0.580229 0.484445 0.657819 0.655812 0.658864 0.669233
0.211685 0.52505 0.515132 0.459374 0.468012 0.522708 0.484087 0.500483 0.454876 0.64501 0.606699 0.119298 0.0959671 0.0888395 0.0710971 0.08125 0.312142 0.298492 0.211255 0.312142 0.298492 0.584514 0.547499 0.573699 0.593153 0.564511 0.382233 0.4187 0.368365 0.503386 0.47424 0.37816 0.36817 0.451312 0.676876 0.67926 0.69742 0.686142 0.679969 0.588373 0.592577 0.591031 0.608535 0.581576 0.522535 0.425416 0.496836 0.407046 0.497909 0.648108 0.656103 0.642718 0.641343 0.752564 0.481936 0.478793 0.480435 0.482029 0.492192 0.826976 0.859063 0.783863 1 0.862339 0.629955 0.616179 0.661377 0.647277 0.646634 0.518945 0.455124 0.454844 0.456754 0.455961 0.442718 0.606699 0.46364 0.457623 0.438639 0.50394 0.435486 0.498705 0.509828 0.445741 0.588373 0.592577 0.591031 0.608535 0.581576 0.498209 0.667171 0.678691 0.686419 0.678511
0.222897 0.523611 0.50224 0.45098 0.476301 0.522951 0.478456 0.517738 0.449989 0.657436 0.623626 0.12596 0.101195 0.0857903 0.0850071 0.082904 0.312061 0.30476 0.205235 0.312061 0.30476 0.601418 0.544857 0.583235 0.60539 0.57387 0.38602 0.417986 0.373714 0.509993 0.483589 0.394893 0.377695 0.458401 0.704053 0.708955 0.72476 0.715328 0.704489 0.604477 0.618975 0.609131 0.621988 0.603054 0.5271 0.431307 0.484167 0.408601 0.494396 0.650001 0.662479 0.651391 0.64717 0.78104 0.511357 0.504318 0.504501 0.506249 0.499758 0.833639 0.863011 0.782682 0.870894 1 0.636128 0.640419 0.658959 0.650475 0.650923 0.534895 0.455659 0.460919 0.463433 0.46678 0.452401 0.623626 0.465813 0.465544 0.430985 0.52037 0.443707 0.500658 0.515881 0.451785 0.604477 0.618975 0.609131 0.621988 0.603054 0.495202 0.698621 0.703994 0.708891 0.714488
0.229342 0.501295 0.483185 0.460987 0.426752 0.491316 0.502943 0.512622 0.477114 0.651735 0.591123 0.12454 0.0992779 0.102049 0.085384 0.0796106 0.33805 0.289651 0.227149 0.33805 0.289651 0.539231 0.532539 0.554078 0.567523 0.557709 0.398255 0.41035 0.376856 0.500969 0.486957 0.393376 0.367797 0.44239 0.641638 0.652507 0.647582 0.643576 0.634702 0.583863 0.583494 0.57999 0.574102 0.576267 0.50475 0.430333 0.46143 0.39476 0.500031 0.643331 0.639722 0.636584 0.638736 0.655658 0.445838 0.45407 0.457475 0.46111 0.457157 0.614749 0.612067 0.58305 0.613772 0.61022 1 0.753882 0.758139 0.800177 0.791912 0.543351 0.432203 0.437196 0.421925 0.425782 0.416684 0.591123 0.469883 0.459806 0.420913 0.493352 0.441807 0.451183 0.465274 0.447478 0.583863 0.583494 0.57999 0.574102 0.576267 0.457019 0.62461 0.62616 0.629662 0.622194
0.24455 0.521863 0.493904 0.459624 0.45104 0.506273 0.507589 0.519951 0.481621 0.651628 0.603397 0.129557 0.096932 0.091929 0.0834645 0.0750643 0.340381 0.302151 0.219665 0.340381 0.302151 0.564038 0.55162 0.585283 0.579628 0.555483 0.379856 0.406563 0.384987 0.490684 0.489877 0.386722 0.386115 0.455604 0.637588 0.644411 0.643462 0.649035 0.628284 0.604651 0.604929 0.604845 0.597764 0.59022 0.520467 0.42195 0.465524 0.424875 0.503476 0.625919 0.624985 0.629232 0.623832 0.642337 0.46146 0.470007 0.467487 0.462111 0.48038 0.625008 0.619068 0.598844 0.615564 0.623899 0.763818 1 0.702603 0.755243 0.755391 0.552655 0.437041 0.443928 0.436532 0.440881 0.425235 0.603397 0.475551 0.465616 0.428206 0.517914 0.441565 0.442358 0.452921 0.444401 0.604651 0.604929 0.604845 0.597764 0.59022 0.472884 0.641088 0.637128 0.640433 0.646343
0.217755 0.494626 0.479879 0.457886 0.437231 0.503107 0.484857 0.499966 0.468898 0.655606 0.577628 0.130478 0.0984006 0.098176 0.0764925 0.0696109 0.31919 0.280204 0.21101 0.31919 0.280204 0.563601 0.556862 0.5676 0.592013 0.571498 0.377749 0.413762 0.367982 0.494733 0.487529 0.399549 0.370266 0.434591 0.633175 0.64714 0.656222 0.636579 0.641477 0.570104 0.579404 0.579872 0.572574 0.567437 0.509403 0.41866 0.458512 0.397104 0.503205 0.623361 0.620629 0.610692 0.612206 0.650378 0.458412 0.462392 0.458981 0.459497 0.44456 0.611526 0.635385 0.578041 0.635826 0.628276 0.746498 0.679581 1 0.739777 0.758526 0.537994 0.419824 0.420208 0.420191 0.427266 0.415299 0.577628 0.444913 0.459826 0.413437 0.505608 0.426438 0.412213 0.433039 0.435006 0.570104 0.579404 0.579872 0.572574 0.567437 0.447792 0.598139 0.621253 0.616481 0.608328
0.240585 0.524088 0.50736 0.462831 0.458596 0.504856 0.514091 0.52827 0.489137 0.654732 0.603168 0.121379 0.10958 0.103921 0.081803 0.0849982 0.343665 0.306841 0.23056 0.343665 0.306841 0.568938 0.544986 0.572243 0.61623 0.580305 0.401624 0.414644 0.39021 0.525365 0.502829 0.405005 0.370372 0.454052 0.66227 0.67107 0.671904 0.659435 0.65526 0.595859 0.609336 0.602986 0.600913 0.601535 0.521524 0.412935 0.478004 0.413008 0.517695 0.64579 0.648133 0.644797 0.642141 0.667313 0.4613 0.467502 0.478075 0.489512 0.486476 0.641951 0.63143 0.598459 0.641215 0.629578 0.80038 0.745689 0.747406 1 0.776064 0.552783 0.455933 0.456826 0.445838 0.452988 0.440122 0.603168 0.469996 0.473457 0.438011 0.516601 0.448137 0.456555 0.471318 0.451302 0.595859 0.609336 0.602986 0.600913 0.601535 0.472227 0.62498 0.622842 0.626822 0.636794
0.237723 0.513949 0.477658 0.45599 0.462077 0.505626 0.521174 0.523637 0.482853 0.676635 0.612863 0.147032 0.111967 0.115809 0.0851803 0.0866215 0.343797 0.306683 0.217487 0.343797 0.306683 0.576334 0.545799 0.574937 0.600251 0.568353 0.401948 0.407062 0.375721 0.49139 0.480523 0.409252 0.367905 0.460752 0.659823 0.664974 0.670794 0.654562 0.65967 0.594958 0.605908 0.594556 0.598315 0.604791 0.530763 0.421153 0.473675 0.417675 0.518847 0.642215 0.637218 0.637364 0.634681 0.652382 0.477647 0.479474 0.470215 0.479581 0.467306 0.622808 0.623115 0.587219 0.639698 0.631162 0.789 0.733799 0.762296 0.770168 1 0.557621 0.438711 0.446191 0.434366 0.442062 0.427338 0.612863 0.475863 0.477242 0.429752 0.510047 0.441305 0.441536 0.448411 0.455406 0.594958 0.605908 0.594556 0.598315 0.604791 0.454673 0.625939 0.640842 0.631946 0.637271
0.209485 0.458664 0.452043 0.419377 0.41989 0.460173 0.429111 0.436157 0.399937 0.531372 0.474416 0.127422 0.103008 0.113032 0.0843155 0.06825 0.311632 0.271217 0.220331 0.311632 0.271217 0.489784 0.497289 0.526926 0.525784 0.520997 0.365762 0.385157 0.336578 0.44321 0.449464 0.357607 0.336687 0.418987 0.537281 0.544191 0.530705 0.541522 0.540921 0.535758 0.537774 0.521848 0.519574 0.542872 0.460644 0.366354 0.426106 0.35162 0.422917 0.496789 0.494433 0.489391 0.501471 0.523126 0.488621 0.504734 0.501129 0.492755 0.485553 0.512058 0.506019 0.489739 0.500191 0.510557 0.542297 0.534879 0.545931 0.550137 0.546179 1 0.413434 0.419422 0.409822 0.405366 0.40731 0.474416 0.439756 0.442808 0.394527 0.436766 0.376932 0.457247 0.446072 0.407539 0.535758 0.537774 0.521848 0.519574 0.542872 0.408977 0.540198 0.552515 0.555576 0.546502
0.224716 0.419783 0.41309 0.397055 0.411891 0.431242 0.388422 0.430619 0.388777 0.441577 0.447933 0.129576 0.116921 0.10951 0.0897831 0.0934846 0.326633 0.333707 0.221946 0.326633 0.333707 0.414179 0.422085 0.422254 0.440921 0.420097 0.393352 0.393533 0.370402 0.408391 0.437549 0.372148 0.381484 0.402957 0.432695 0.428979 0.434022 0.438433 0.432211 0.450607 0.459236 0.46215 0.473264 0.461911 0.370749 0.37527 0.379665 0.35916 0.41394 0.467562 0.46486 0.462453 0.46052 0.456479 0.405377 0.423194 0.44501 0.428089 0.416436 0.449894 0.459519 0.438455 0.464119 0.460694 0.451338 0.445291 0.445211 0.462055 0.460858 0.414704 1 0.848185 0.778661 0.794738 0.768972 0.447933 0.416496 0.36457 0.394723 0.400195 0.371079 0.43693 0.42749 0.404568 0.450607 0.459236 0.46215 0.473264 0.461911 0.410544 0.469252 0.46372 0.459572 0.45954
0.234892 0.435805 0.425984 0.42075 0.410731 0.443655 0.391665 0.442469 0.39748 0.450888 0.464238 0.13298 0.107748 0.116424 0.101148 0.0926493 0.336276 0.34058 0.223164 0.336276 0.34058 0.416758 0.435854 0.433863 0.443873 0.424711 0.390393 0.410383 0.38187 0.409792 0.432771 0.377949 0.376036 0.413496 0.440684 0.43742 0.437953 0.447962 0.444153 0.458807 0.465547 0.465341 0.474036 0.474648 0.382387 0.380688 0.385601 0.373637 0.41582 0.46107 0.461711 0.466187 0.456172 0.470372 0.412355 0.434291 0.457201 0.445101 0.431548 0.460792 0.469854 0.450915 0.475138 0.472798 0.463062 0.454205 0.449746 0.468017 0.470894 0.424795 0.864338 1 0.763216 0.783703 0.777239 0.464238 0.432567 0.37454 0.412404 0.40476 0.383198 0.444861 0.443102 0.407035 0.458807 0.465547 0.465341 0.474036 0.474648 0.412083 0.463614 0.46516 0.468272 0.468638
0.219641 0.424999 0.430489 0.418793 0.429286 0.439445 0.391495 0.435308 0.393332 0.443891 0.460203 0.144303 0.121537 0.112969 0.0988731 0.100646 0.334042 0.319488 0.204079 0.334042 0.319488 0.408439 0.423227 0.410853 0.438275 0.407623 0.373646 0.392727 0.350897 0.40453 0.448089 0.35946 0.35988 0.404011 0.429477 0.42742 0.421317 0.433689 0.425454 0.470096 0.477058 0.469309 0.470716 0.482575 0.389098 0.387592 0.372508 0.35504 0.399849 0.451857 0.454773 0.454124 0.443318 0.48269 0.420847 0.437008 0.463392 0.45251 0.423131 0.454194 0.461146 0.448155 0.465381 0.465282 0.446551 0.441686 0.441784 0.45018 0.452741 0.420431 0.784556 0.758478 1 0.790987 0.731077 0.460203 0.41342 0.370531 0.389302 0.392885 0.367549 0.445227 0.441216 0.406978 0.470096 0.477058 0.469309 0.470716 0.482575 0.415676 0.459927 0.458573 0.455361 0.457853
0.23512 0.432967 0.426302 0.414491 0.411359 0.433956 0.38232 0.438481 0.397292 0.449538 0.455121 0.148572 0.128278 0.12306 0.115088 0.106053 0.334258 0.326865 0.219645 0.334258 0.326865 0.420038 0.430819 0.420109 0.440973 0.430548 0.375502 0.393263 0.359561 0.403928 0.443438 0.379181 0.358212 0.403451 0.42995 0.431114 0.435481 0.433139 0.430835 0.458093 0.456104 0.459158 0.467529 0.469701 0.379134 0.375321 0.375372 0.362957 0.404692 0.450227 0.448604 0.448849 0.447377 0.477895 0.403861 0.425323 0.442998 0.440789 0.398574 0.455563 0.473146 0.446688 0.467462 0.472651 0.448005 0.449327 0.453665 0.456666 0.465326 0.409546 0.797413 0.777748 0.791123 1 0.753401 0.455121 0.405325 0.360615 0.394065 0.384242 0.364026 0.441686 0.440391 0.405005 0.458093 0.456104 0.459158 0.467529 0.469701 0.39913 0.459931 0.467621 0.458165 0.46274
0.215997 0.433671 0.429746 0.416367 0.429019 0.440861 0.388068 0.430419 0.388013 0.435815 0.447738 0.130317 0.108332 0.112212 0.0898642 0.0971429 0.33315 0.319287 0.208225 0.33315 0.319287 0.426837 0.417101 0.417552 0.42799 0.414263 0.39147 0.4084 0.367539 0.416726 0.443436 0.366165 0.370758 0.412868 0.426193 0.423002 0.426757 0.434879 0.437635 0.45671 0.467111 0.452807 0.455164 0.46348 0.384667 0.379964 0.373093 0.358893 0.406105 0.454958 0.453244 0.456132 0.44691 0.455953 0.404708 0.433344 0.449288 0.437832 0.422198 0.437905 0.455753 0.427853 0.449022 0.447918 0.435833 0.433871 0.43731 0.44853 0.443735 0.422414 0.774041 0.767834 0.731655 0.75385 1 0.447738 0.42735 0.366617 0.405189 0.401383 0.374631 0.441023 0.436103 0.411083 0.45671 0.467111 0.452807 0.455164 0.46348 0.411956 0.462462 0.456159 0.45207 0.458788
0.242722 0.541905 0.516596 0.489628 0.522467 0.524459 0.516342 0.538644 0.487112 0.639399 1 0.144545 0.0988321 0.0970249 0.0937352 0.0849542 0.363118 0.334318 0.216867 0.363118 0.334318 0.548499 0.540914 0.569023 0.578917 0.548656 0.407037 0.459071 0.400718 0.529442 0.505416 0.409708 0.39935 0.470082 0.614308 0.611054 0.619408 0.613807 0.615176 0.615157 0.62638 0.608849 0.607944 0.610922 0.522055 0.438406 0.462962 0.428299 0.49868 0.649664 0.659531 0.667358 0.641042 0.682495 0.52352 0.525814 0.515784 0.53642 0.530058 0.637764 0.634338 0.636729 0.634627 0.653771 0.645754 0.643516 0.633787 0.651618 0.645585 0.513948 0.470922 0.479358 0.481869 0.469404 0.469086 1 0.486405 0.471947 0.446431 0.506299 0.470596 0.4913 0.514475 0.481272 0.615157 0.62638 0.608849 0.607944 0.610922 0.477028 0.649771 0.646609 0.644567 0.657405
0.209164 0.390239 0.376429 0.387778 0.372053 0.39109 0.386173 0.401898 0.354015 0.434277 0.421641 0.117504 0.0993523 0.0952479 0.0853544 0.0812305 0.283998 0.285496 0.207836 0.283998 0.285496 0.400694 0.39517 0.406472 0.408385 0.41326 0.359498 0.374437 0.333534 0.398842 0.3944 0.34762 0.342156 0.397451 0.451563 0.453657 0.435906 0.449233 0.450705 0.429988 0.438544 0.437091 0.43811 0.445868 0.47161 0.401788 0.380863 0.349723 0.406965 0.4318 0.439417 0.446662 0.426037 0.433543 0.412173 0.415316 0.420638 0.414902 0.410523 0.429862 0.427189 0.428234 0.422763 0.421743 0.442592 0.433585 0.432973 0.434365 0.434092 0.408101 0.387082 0.39126 0.386463 0.3739 0.389431 0.421641 1 0.425585 0.507079 0.454042 0.453624 0.389552 0.384669 0.356796 0.429988 0.438544 0.437091 0.43811 0.445868 0.385553 0.438016 0.420621 0.423516 0.423091
0.212315 0.376041 0.367488 0.361121 0.353989 0.391022 0.386967 0.386174 0.351323 0.454068 0.412837 0.121523 0.100507 0.102018 0.0858846 0.0761407 0.286937 0.266056 0.201016 0.286937 0.266056 0.397437 0.408374 0.403398 0.417167 0.405391 0.320095 0.358547 0.313315 0.40154 0.38086 0.352652 0.286499 0.382169 0.451751 0.458036 0.452558 0.452588 0.44777 0.416537 0.42027 0.427959 0.425375 0.421727 0.427367 0.349813 0.400968 0.34293 0.437322 0.44003 0.446103 0.445545 0.430843 0.437401 0.3821 0.378675 0.392668 0.375359 0.391097 0.434916 0.427125 0.431294 0.435434 0.43088 0.429724 0.430338 0.43709 0.447556 0.443298 0.403604 0.339918 0.342204 0.346642 0.329058 0.335911 0.412837 0.43264 1 0.408721 0.506449 0.361201 0.365841 0.359681 0.357282 0.416537 0.42027 0.427959 0.425375 0.421727 0.365212 0.443419 0.448914 0.439208 0.446819
0.188543 0.361113 0.34376 0.372931 0.368915 0.353223 0.337029 0.37998 0.332062 0.404062 0.370371 0.120751 0.0975449 0.104456 0.0834204 0.0809336 0.279934 0.253221 0.207552 0.279934 0.253221 0.362874 0.401142 0.358281 0.386687 0.390047 0.307162 0.364712 0.308814 0.360242 0.350006 0.305742 0.298831 0.354279 0.391625 0.396188 0.392499 0.402939 0.397076 0.408619 0.406693 0.404381 0.405434 0.408801 0.4102 0.371396 0.36601 0.315286 0.35642 0.389426 0.392131 0.399093 0.37976 0.382126 0.361271 0.369502 0.372733 0.364649 0.375675 0.378473 0.373419 0.372316 0.380938 0.370268 0.390449 0.389374 0.392489 0.393426 0.383513 0.357345 0.351817 0.355457 0.341732 0.343224 0.358911 0.370371 0.49784 0.392067 1 0.402831 0.400713 0.354958 0.347921 0.337746 0.408619 0.406693 0.404381 0.405434 0.408801 0.340696 0.387843 0.386574 0.38499 0.391965
